dataset,dim,random_state,method,metric1,metric2,bcmo_metric1,bcmo_metric2,metric1_difference,metric2_difference
exp5,9,95,lambda=0.9,88.9041976928711,318.5361022949219,88.17553206596409,315.62658427819656,0.7286656269070022,2.9095180167253147
exp5,14,4,ERM,250.4549605503436,433.7078238961416,250.4063436506827,338.4071355747494,0.04861689966091376,95.30068832139216
exp5,14,4,ERM-NN,251.4949727949352,435.4687841539864,250.4063436506827,338.4071355747494,1.0886291442525078,97.06164857923699
exp5,14,4,LightGBM,251.64821537420752,435.7916344276082,250.4063436506827,338.4071355747494,1.241871723524838,97.38449885285877
exp5,14,4,M=128,254.5889587402344,346.5162963867188,250.4063436506827,338.4071355747494,4.182615089551717,8.109160811969389
exp5,14,4,M=2048,255.3851623535156,352.6558532714844,250.4063436506827,338.4071355747494,4.9788187028329105,14.248717696734957
exp5,14,4,M=32,254.2626495361328,349.9275817871094,250.4063436506827,338.4071355747494,3.8563058854501264,11.520446212359957
exp5,14,4,M=512,254.0540008544922,348.4510192871094,250.4063436506827,338.4071355747494,3.6476572038095014,10.043883712359957
exp5,14,4,M=8,253.2894744873047,352.2696838378906,250.4063436506827,338.4071355747494,2.8831308366220014,13.862548263141207
exp5,14,4,R=1,253.9697418212891,345.1332397460938,250.4063436506827,338.4071355747494,3.563398170606405,6.726104171344389
exp5,14,4,R=16,254.5889587402344,346.5162963867188,250.4063436506827,338.4071355747494,4.182615089551717,8.109160811969389
exp5,14,4,R=256,253.8392333984375,346.1906127929688,250.4063436506827,338.4071355747494,3.432889747754814,7.783477218219389
exp5,14,4,R=4,254.1391448974609,347.90576171875,250.4063436506827,338.4071355747494,3.732801246778223,9.498626144000582
exp5,14,4,R=64,253.9460296630859,345.8130798339844,250.4063436506827,338.4071355747494,3.539686012403223,7.405944259234957
exp5,14,4,Spline-ETO,255.3169097900391,344.6924133300781,250.4063436506827,338.4071355747494,4.910566139356405,6.285277755328707
exp5,14,4,Spline-QFR,267.0865783691406,357.548828125,250.4063436506827,338.4071355747494,16.68023471845794,19.141692550250582
exp5,14,4,lambda=0.1,253.7100830078125,349.2258605957031,250.4063436506827,338.4071355747494,3.303739357129814,10.818725020953707
exp5,14,4,lambda=0.3,253.6092681884766,347.6453857421875,250.4063436506827,338.4071355747494,3.202924537793905,9.238250167438082
exp5,14,4,lambda=0.5,254.5889587402344,346.5162963867188,250.4063436506827,338.4071355747494,4.182615089551717,8.109160811969389
exp5,14,4,lambda=0.7,254.9558410644531,345.5382385253906,250.4063436506827,338.4071355747494,4.5494974137704105,7.131102950641207
exp5,14,4,lambda=0.9,257.2893676757812,352.7018737792969,250.4063436506827,338.4071355747494,6.883024025098507,14.294738204547457
exp5,14,14,ERM,131.81416037845355,330.93241759116194,131.7633887644848,268.51458061254306,0.05077161396874885,62.41783697861888
exp5,14,14,ERM-NN,132.9502972430626,336.8058399902669,131.7633887644848,268.51458061254306,1.1869084785778057,68.29125937772386
exp5,14,14,LightGBM,133.4801767557238,341.945837044021,131.7633887644848,268.51458061254306,1.7167879912389878,73.43125643147795
exp5,14,14,M=128,133.1226043701172,272.3179626464844,131.7633887644848,268.51458061254306,1.3592156056323859,3.8033820339413182
exp5,14,14,M=2048,133.2099609375,272.0155639648438,131.7633887644848,268.51458061254306,1.4465721730151984,3.50098335230075
exp5,14,14,M=32,133.1860046386719,272.4772338867188,131.7633887644848,268.51458061254306,1.4226158741871018,3.96265327417575
exp5,14,14,M=512,133.1766967773438,271.9224548339844,131.7633887644848,268.51458061254306,1.4133080128590052,3.4078742214413182
exp5,14,14,M=8,133.2987823486328,272.0208740234375,131.7633887644848,268.51458061254306,1.5353935841480109,3.5062934108944432
exp5,14,14,R=1,133.4467468261719,273.3151245117188,131.7633887644848,268.51458061254306,1.6833580616871018,4.80054389917575
exp5,14,14,R=16,133.1226043701172,272.3179626464844,131.7633887644848,268.51458061254306,1.3592156056323859,3.8033820339413182
exp5,14,14,R=256,133.2042236328125,272.0049743652344,131.7633887644848,268.51458061254306,1.4408348683276984,3.4903937526913182
exp5,14,14,R=4,133.4567565917969,273.4375915527344,131.7633887644848,268.51458061254306,1.6933678273121018,4.923010940191318
exp5,14,14,R=64,133.0715942382812,271.863525390625,131.7633887644848,268.51458061254306,1.3082054737963915,3.3489447780819432
exp5,14,14,Spline-ETO,140.5164489746094,274.4637145996094,131.7633887644848,268.51458061254306,8.753060210124602,5.949133987066318
exp5,14,14,Spline-QFR,150.8982238769531,282.9431457519531,131.7633887644848,268.51458061254306,19.134835112468295,14.428565139410068
exp5,14,14,lambda=0.1,133.9137878417969,279.8594055175781,131.7633887644848,268.51458061254306,2.150399077312102,11.344824905035068
exp5,14,14,lambda=0.3,133.4068450927734,272.7087097167969,131.7633887644848,268.51458061254306,1.6434563282886074,4.194129104253818
exp5,14,14,lambda=0.5,133.1226043701172,272.3179626464844,131.7633887644848,268.51458061254306,1.3592156056323859,3.8033820339413182
exp5,14,14,lambda=0.7,133.066162109375,271.8272705078125,131.7633887644848,268.51458061254306,1.3027733448901984,3.3126898952694432
exp5,14,14,lambda=0.9,132.9317932128906,271.384033203125,131.7633887644848,268.51458061254306,1.168404448405795,2.8694525905819432
exp5,14,15,ERM,737.5897086115017,896.2725723327296,737.4249356191227,509.2830308605183,0.16477299237897114,386.98954147221133
exp5,14,15,ERM-NN,742.774010783603,895.9629285009213,737.4249356191227,509.2830308605183,5.3490751644802685,386.679897640403
exp5,14,15,LightGBM,744.181311594685,883.7256663288347,737.4249356191227,509.2830308605183,6.756375975562264,374.4426354683164
exp5,14,15,M=128,740.2160034179688,516.588623046875,737.4249356191227,509.2830308605183,2.7910677988460293,7.305592186356705
exp5,14,15,M=2048,741.2412109375,514.8427124023438,737.4249356191227,509.2830308605183,3.8162753183772793,5.559681541825455
exp5,14,15,M=32,740.439453125,527.76513671875,737.4249356191227,509.2830308605183,3.0145175058772793,18.482105858231705
exp5,14,15,M=512,740.6993408203125,515.186767578125,737.4249356191227,509.2830308605183,3.2744052011897793,5.903736717606705
exp5,14,15,M=8,741.5763549804688,563.4075927734375,737.4249356191227,509.2830308605183,4.151419361346029,54.124561912919205
exp5,14,15,R=1,740.0341186523438,516.6617431640625,737.4249356191227,509.2830308605183,2.6091830332210293,7.378712303544205
exp5,14,15,R=16,740.2160034179688,516.588623046875,737.4249356191227,509.2830308605183,2.7910677988460293,7.305592186356705
exp5,14,15,R=256,740.1737060546875,516.6238403320312,737.4249356191227,509.2830308605183,2.7487704355647793,7.340809471512955
exp5,14,15,R=4,740.2598266601562,516.4525146484375,737.4249356191227,509.2830308605183,2.8348910410335293,7.169483787919205
exp5,14,15,R=64,740.2781982421875,516.5112915039062,737.4249356191227,509.2830308605183,2.8532626230647793,7.228260643387955
exp5,14,15,Spline-ETO,742.4843139648438,514.9000854492188,737.4249356191227,509.2830308605183,5.059378345721029,5.617054588700455
exp5,14,15,Spline-QFR,802.0803833007812,534.1587524414062,737.4249356191227,509.2830308605183,64.65544768165853,24.875721580887955
exp5,14,15,lambda=0.1,741.6964111328125,540.04443359375,737.4249356191227,509.2830308605183,4.271475513689779,30.761402733231705
exp5,14,15,lambda=0.3,740.1686401367188,517.1328735351562,737.4249356191227,509.2830308605183,2.7437045175960293,7.849842674637955
exp5,14,15,lambda=0.5,740.2160034179688,516.588623046875,737.4249356191227,509.2830308605183,2.7910677988460293,7.305592186356705
exp5,14,15,lambda=0.7,740.4191284179688,515.3163452148438,737.4249356191227,509.2830308605183,2.9941927988460293,6.033314354325455
exp5,14,15,lambda=0.9,740.8900756835938,514.373046875,737.4249356191227,509.2830308605183,3.4651400644710293,5.090016014481705
exp5,14,18,ERM,649.9252508742574,1016.415106610094,649.8073690412635,503.1113040538941,0.11788183299381672,513.3038025561998
exp5,14,18,ERM-NN,652.9654094147967,1015.1408859967636,649.8073690412635,503.1113040538941,3.15804037353314,512.0295819428695
exp5,14,18,LightGBM,653.542357967171,988.298049269356,649.8073690412635,503.1113040538941,3.734988925907487,485.18674521546194
exp5,14,18,M=128,652.6372680664062,507.0142517089844,649.8073690412635,503.1113040538941,2.8298990251427085,3.9029476550902586
exp5,14,18,M=2048,652.8867797851562,506.7863159179688,649.8073690412635,503.1113040538941,3.0794107438927085,3.6750118640746905
exp5,14,18,M=32,652.6572875976562,508.3582763671875,649.8073690412635,503.1113040538941,2.8499185563927085,5.246972313293384
exp5,14,18,M=512,652.7540893554688,506.8379211425781,649.8073690412635,503.1113040538941,2.9467203142052085,3.7266170886840086
exp5,14,18,M=8,653.420166015625,513.9387817382812,649.8073690412635,503.1113040538941,3.6127969743614585,10.827477684387134
exp5,14,18,R=1,652.61376953125,507.1104736328125,649.8073690412635,503.1113040538941,2.8064004899864585,3.9991695789183836
exp5,14,18,R=16,652.6372680664062,507.0142517089844,649.8073690412635,503.1113040538941,2.8298990251427085,3.9029476550902586
exp5,14,18,R=256,652.578369140625,507.02978515625,649.8073690412635,503.1113040538941,2.7710000993614585,3.9184811023558836
exp5,14,18,R=4,652.5621948242188,507.0307006835938,649.8073690412635,503.1113040538941,2.7548257829552085,3.9193966296996905
exp5,14,18,R=64,652.5881958007812,507.0383911132812,649.8073690412635,503.1113040538941,2.7808267595177085,3.927087059387077
exp5,14,18,Spline-ETO,653.740966796875,505.7488098144531,649.8073690412635,503.1113040538941,3.9335977556114585,2.6375057605590086
exp5,14,18,Spline-QFR,661.0518188476562,513.0715942382812,649.8073690412635,503.1113040538941,11.244449806392709,9.960290184387134
exp5,14,18,lambda=0.1,653.796142578125,514.5741577148438,649.8073690412635,503.1113040538941,3.9887735368614585,11.462853660949634
exp5,14,18,lambda=0.3,653.300537109375,508.9365234375,649.8073690412635,503.1113040538941,3.4931680681114585,5.825219383605884
exp5,14,18,lambda=0.5,652.6372680664062,507.0142517089844,649.8073690412635,503.1113040538941,2.8298990251427085,3.9029476550902586
exp5,14,18,lambda=0.7,652.4204711914062,506.1712951660156,649.8073690412635,503.1113040538941,2.6131021501427085,3.0599911121215086
exp5,14,18,lambda=0.9,652.6620483398438,505.6041564941406,649.8073690412635,503.1113040538941,2.8546792985802085,2.4928524402465086
exp5,14,29,ERM,987.7648733522916,662.9412485375605,987.3076786380803,506.9459271023018,0.4571947142112549,155.99532143525863
exp5,14,29,ERM-NN,990.4096291192787,667.3628559796039,987.3076786380803,506.9459271023018,3.1019504811984007,160.41692887730204
exp5,14,29,LightGBM,994.1596125477032,685.6266877873026,987.3076786380803,506.9459271023018,6.851933909622858,178.68076068500073
exp5,14,29,M=128,990.3142700195312,518.7506713867188,987.3076786380803,506.9459271023018,3.006591381450903,11.804744284416927
exp5,14,29,M=2048,990.1107177734375,514.4158935546875,987.3076786380803,506.9459271023018,2.803039135357153,7.469966452385677
exp5,14,29,M=32,991.2721557617188,524.0938110351562,987.3076786380803,506.9459271023018,3.964477123638403,17.147883932854427
exp5,14,29,M=512,990.0025634765625,515.4320068359375,987.3076786380803,506.9459271023018,2.694884838482153,8.486079733635677
exp5,14,29,M=8,990.6806030273438,526.3117065429688,987.3076786380803,506.9459271023018,3.372924389263403,19.365779440666927
exp5,14,29,R=1,990.19873046875,518.4412841796875,987.3076786380803,506.9459271023018,2.891051830669653,11.495357077385677
exp5,14,29,R=16,990.3142700195312,518.7506713867188,987.3076786380803,506.9459271023018,3.006591381450903,11.804744284416927
exp5,14,29,R=256,990.430908203125,518.775390625,987.3076786380803,506.9459271023018,3.123229565044653,11.829463522698177
exp5,14,29,R=4,990.328125,518.4010620117188,987.3076786380803,506.9459271023018,3.020446361919653,11.455134909416927
exp5,14,29,R=64,990.355224609375,518.5723876953125,987.3076786380803,506.9459271023018,3.047545971294653,11.626460593010677
exp5,14,29,Spline-ETO,993.4244384765625,511.4371337890625,987.3076786380803,506.9459271023018,6.116759838482153,4.491206686760677
exp5,14,29,Spline-QFR,1041.639282226562,519.5261840820312,987.3076786380803,506.9459271023018,54.3316035884817,12.580256979729427
exp5,14,29,lambda=0.1,991.6947021484375,572.3838500976562,987.3076786380803,506.9459271023018,4.387023510357153,65.43792299535443
exp5,14,29,lambda=0.3,990.7055053710938,526.1237182617188,987.3076786380803,506.9459271023018,3.397826733013403,19.177791159416927
exp5,14,29,lambda=0.5,990.3142700195312,518.7506713867188,987.3076786380803,506.9459271023018,3.006591381450903,11.804744284416927
exp5,14,29,lambda=0.7,990.1495361328125,516.8058471679688,987.3076786380803,506.9459271023018,2.841857494732153,9.859920065666927
exp5,14,29,lambda=0.9,989.4666748046875,514.9637451171875,987.3076786380803,506.9459271023018,2.158996166607153,8.017818014885677
exp5,14,32,ERM,75.07643005739283,342.85377642842695,75.02426231981626,296.52070244174575,0.052167737576567674,46.3330739866812
exp5,14,32,ERM-NN,76.85058494644487,348.9762410810409,75.02426231981626,296.52070244174575,1.8263226266286097,52.45553863929513
exp5,14,32,LightGBM,75.25855607850693,340.30872316488586,75.02426231981626,296.52070244174575,0.2342937586906686,43.78802072314011
exp5,14,32,M=128,76.314697265625,300.0323486328125,75.02426231981626,296.52070244174575,1.290434945808741,3.5116461910667454
exp5,14,32,M=2048,76.3288803100586,300.0252380371094,75.02426231981626,296.52070244174575,1.3046179902423347,3.5045355953636204
exp5,14,32,M=32,76.30030059814453,300.0406188964844,75.02426231981626,296.52070244174575,1.2760382783282722,3.5199164547386204
exp5,14,32,M=512,76.30197143554688,300.0119018554688,75.02426231981626,296.52070244174575,1.277709115730616,3.491199413723052
exp5,14,32,M=8,76.2562255859375,299.9941711425781,75.02426231981626,296.52070244174575,1.231963266121241,3.4734687008323704
exp5,14,32,R=1,76.30191040039062,300.0268249511719,75.02426231981626,296.52070244174575,1.277648080574366,3.5061225094261204
exp5,14,32,R=16,76.314697265625,300.0323486328125,75.02426231981626,296.52070244174575,1.290434945808741,3.5116461910667454
exp5,14,32,R=256,76.2805404663086,300.0372924804688,75.02426231981626,296.52070244174575,1.2562781464923347,3.516590038723052
exp5,14,32,R=4,76.30179595947266,300.0221252441406,75.02426231981626,296.52070244174575,1.2775336396563972,3.5014228023948704
exp5,14,32,R=64,76.28028106689453,300.0267944335938,75.02426231981626,296.52070244174575,1.2560187470782722,3.506091991848052
exp5,14,32,Spline-ETO,75.94713592529297,298.8924865722656,75.02426231981626,296.52070244174575,0.9228736054767097,2.3717841305198704
exp5,14,32,Spline-QFR,84.64788818359375,321.7151489257812,75.02426231981626,296.52070244174575,9.623625863777491,25.19444648403544
exp5,14,32,lambda=0.1,76.77298736572266,324.558349609375,75.02426231981626,296.52070244174575,1.7487250459063972,28.037647167629245
exp5,14,32,lambda=0.3,76.5928955078125,301.5422058105469,75.02426231981626,296.52070244174575,1.568633187996241,5.02150336880112
exp5,14,32,lambda=0.5,76.314697265625,300.0323486328125,75.02426231981626,296.52070244174575,1.290434945808741,3.5116461910667454
exp5,14,32,lambda=0.7,76.17253875732422,299.4388122558594,75.02426231981626,296.52070244174575,1.1482764375079597,2.9181098141136204
exp5,14,32,lambda=0.9,75.96619415283203,299.2047424316406,75.02426231981626,296.52070244174575,0.9419318330157722,2.6840399898948704
exp5,14,36,ERM,105.82713017861886,238.87321345480728,105.79492266988647,186.3537065408141,0.03220750873238387,52.51950691399318
exp5,14,36,ERM-NN,107.31542868171788,239.99506889928983,105.79492266988647,186.3537065408141,1.5205060118314009,53.64136235847573
exp5,14,36,LightGBM,106.12380149066853,238.0919929457399,105.79492266988647,186.3537065408141,0.32887882078205166,51.73828640492579
exp5,14,36,M=128,108.079345703125,194.6097717285156,105.79492266988647,186.3537065408141,2.284423033238525,8.256065187701495
exp5,14,36,M=2048,108.0371475219727,194.6389617919922,105.79492266988647,186.3537065408141,2.242224852086224,8.285255251178086
exp5,14,36,M=32,108.1113052368164,194.5775146484375,105.79492266988647,186.3537065408141,2.3163825669299314,8.223808107623398
exp5,14,36,M=512,108.0480728149414,194.6098480224609,105.79492266988647,186.3537065408141,2.2531501450549314,8.256141481646807
exp5,14,36,M=8,107.7819061279297,194.6728668212891,105.79492266988647,186.3537065408141,1.9869834580432268,8.31916028047499
exp5,14,36,R=1,108.0820693969727,194.7353363037109,105.79492266988647,186.3537065408141,2.287146727086224,8.381629762896807
exp5,14,36,R=16,108.079345703125,194.6097717285156,105.79492266988647,186.3537065408141,2.284423033238525,8.256065187701495
exp5,14,36,R=256,108.0927276611328,194.6157379150391,105.79492266988647,186.3537065408141,2.2978049912463234,8.26203137422499
exp5,14,36,R=4,108.077522277832,194.5816955566406,105.79492266988647,186.3537065408141,2.282599607945528,8.227989015826495
exp5,14,36,R=64,108.0853271484375,194.5466918945312,105.79492266988647,186.3537065408141,2.290404478551025,8.192985353717091
exp5,14,36,Spline-ETO,107.2831954956055,196.1346740722656,105.79492266988647,186.3537065408141,1.4882728257190223,9.780967531451495
exp5,14,36,Spline-QFR,123.1751022338867,229.8330841064453,105.79492266988647,186.3537065408141,17.38017956400023,43.47937756563121
exp5,14,36,lambda=0.1,107.7547073364258,215.4608764648438,105.79492266988647,186.3537065408141,1.9597846665393206,29.107169924029705
exp5,14,36,lambda=0.3,107.81103515625,198.3301696777344,105.79492266988647,186.3537065408141,2.016112486363525,11.976463136920302
exp5,14,36,lambda=0.5,108.079345703125,194.6097717285156,105.79492266988647,186.3537065408141,2.284423033238525,8.256065187701495
exp5,14,36,lambda=0.7,108.0170059204102,194.5782470703125,105.79492266988647,186.3537065408141,2.222083250523724,8.224540529498398
exp5,14,36,lambda=0.9,107.9160308837891,195.7662353515625,105.79492266988647,186.3537065408141,2.1211082139026303,9.412528810748398
exp5,14,82,ERM,175.561633276157,210.8755986692002,175.4897083423699,192.72330728416512,0.07192493378710196,18.152291385035085
exp5,14,82,ERM-NN,175.9984051975033,211.65169523281884,175.4897083423699,192.72330728416512,0.5086968551333939,18.92838794865372
exp5,14,82,LightGBM,176.9639268140238,213.51091837477324,175.4897083423699,192.72330728416512,1.4742184716538986,20.787611090608124
exp5,14,82,M=128,176.8345336914062,195.5155029296875,175.4897083423699,192.72330728416512,1.3448253490362845,2.7921956455223835
exp5,14,82,M=2048,177.1934204101562,195.6778106689453,175.4897083423699,192.72330728416512,1.7037120677862845,2.954503384780196
exp5,14,82,M=32,176.6590423583984,196.0218658447266,175.4897083423699,192.72330728416512,1.1693340160285004,3.2985585605614745
exp5,14,82,M=512,177.0402984619141,195.5295257568359,175.4897083423699,192.72330728416512,1.5505901195441822,2.8062184726707926
exp5,14,82,M=8,176.6860809326172,197.4019012451172,175.4897083423699,192.72330728416512,1.1963725902472788,4.678593960952071
exp5,14,82,R=1,176.7816925048828,195.5227661132812,175.4897083423699,192.72330728416512,1.2919841625129038,2.7994588291160767
exp5,14,82,R=16,176.8345336914062,195.5155029296875,175.4897083423699,192.72330728416512,1.3448253490362845,2.7921956455223835
exp5,14,82,R=256,176.7900695800781,195.5413513183594,175.4897083423699,192.72330728416512,1.300361237708188,2.818044034194287
exp5,14,82,R=4,176.7729034423828,195.5109710693359,175.4897083423699,192.72330728416512,1.2831951000129038,2.7876637851707926
exp5,14,82,R=64,176.7856292724609,195.5204162597656,175.4897083423699,192.72330728416512,1.2959209300910004,2.79710897560048
exp5,14,82,Spline-ETO,177.8217163085938,196.1080780029297,175.4897083423699,192.72330728416512,2.332007966223898,3.384770718764571
exp5,14,82,Spline-QFR,179.3677215576172,198.4799346923828,175.4897083423699,192.72330728416512,3.878013215247279,5.756627408217696
exp5,14,82,lambda=0.1,176.3777008056641,199.8411712646484,175.4897083423699,192.72330728416512,0.8879924632941822,7.117863980483293
exp5,14,82,lambda=0.3,176.7776184082031,196.0537872314453,175.4897083423699,192.72330728416512,1.287910065833188,3.330479947280196
exp5,14,82,lambda=0.5,176.8345336914062,195.5155029296875,175.4897083423699,192.72330728416512,1.3448253490362845,2.7921956455223835
exp5,14,82,lambda=0.7,176.9005584716797,195.3784790039062,175.4897083423699,192.72330728416512,1.4108501293097788,2.6551717197410767
exp5,14,82,lambda=0.9,177.1804046630859,195.6016235351562,175.4897083423699,192.72330728416512,1.6906963207160004,2.8783162509910767
exp5,14,87,ERM,616.2256539158634,382.9565676906016,616.2444329872881,321.596647128742,-0.018779071424660287,61.35992056185961
exp5,14,87,ERM-NN,617.1323547914112,385.6100887385382,616.2444329872881,321.596647128742,0.8879218041231525,64.01344160979619
exp5,14,87,LightGBM,617.3643973804128,387.744162314747,616.2444329872881,321.596647128742,1.1199643931247465,66.14751518600497
exp5,14,87,M=128,618.1168823242188,330.4876403808594,616.2444329872881,321.596647128742,1.8724493369306856,8.890993252117369
exp5,14,87,M=2048,617.9871215820312,330.1058959960938,616.2444329872881,321.596647128742,1.7426885947431856,8.5092488673518
exp5,14,87,M=32,617.9035034179688,332.4272766113281,616.2444329872881,321.596647128742,1.6590704306806856,10.830629482586119
exp5,14,87,M=512,618.0813598632812,329.9062805175781,616.2444329872881,321.596647128742,1.8369268759931856,8.309633388836119
exp5,14,87,M=8,619.11083984375,335.8125610351562,616.2444329872881,321.596647128742,2.8664068564619356,14.215913906414187
exp5,14,87,R=1,618.0364379882812,332.0512390136719,616.2444329872881,321.596647128742,1.7920050009931856,10.454591884929869
exp5,14,87,R=16,618.1168823242188,330.4876403808594,616.2444329872881,321.596647128742,1.8724493369306856,8.890993252117369
exp5,14,87,R=256,618.2034912109375,330.5646667480469,616.2444329872881,321.596647128742,1.9590582236494356,8.968019619304869
exp5,14,87,R=4,618.1027221679688,330.27880859375,616.2444329872881,321.596647128742,1.8582891806806856,8.682161465007994
exp5,14,87,R=64,618.1204223632812,330.4049377441406,616.2444329872881,321.596647128742,1.8759893759931856,8.808290615398619
exp5,14,87,Spline-ETO,623.8009643554688,328.276611328125,616.2444329872881,321.596647128742,7.556531368180686,6.679964199382994
exp5,14,87,Spline-QFR,624.220947265625,341.2730407714844,616.2444329872881,321.596647128742,7.976514278336936,19.67639364274237
exp5,14,87,lambda=0.1,618.5991821289062,365.2679748535156,616.2444329872881,321.596647128742,2.3547491416181856,43.67132772477362
exp5,14,87,lambda=0.3,618.5416259765625,340.9158020019531,616.2444329872881,321.596647128742,2.2971929892744356,19.31915487321112
exp5,14,87,lambda=0.5,618.1168823242188,330.4876403808594,616.2444329872881,321.596647128742,1.8724493369306856,8.890993252117369
exp5,14,87,lambda=0.7,618.6591796875,329.617431640625,616.2444329872881,321.596647128742,2.4147467002119356,8.020784511882994
exp5,14,87,lambda=0.9,620.43896484375,328.1742248535156,616.2444329872881,321.596647128742,4.194531856461936,6.577577724773619
exp5,14,95,ERM,51.73503260100115,235.93303931223656,51.70875925856729,154.77257742399055,0.02627334243386059,81.160461888246
exp5,14,95,ERM-NN,52.55967698901847,237.96181261967976,51.70875925856729,154.77257742399055,0.8509177304511795,83.1892351956892
exp5,14,95,LightGBM,51.99187963743885,233.44143923714353,51.70875925856729,154.77257742399055,0.2831203788715584,78.66886181315297
exp5,14,95,M=128,52.81105804443359,157.4284362792969,51.70875925856729,154.77257742399055,1.1022987858662958,2.6558588553063487
exp5,14,95,M=2048,52.96088790893555,157.5016784667969,51.70875925856729,154.77257742399055,1.252128650368256,2.7291010428063487
exp5,14,95,M=32,52.95020294189453,157.3553619384766,51.70875925856729,154.77257742399055,1.2414436833272404,2.582784514486036
exp5,14,95,M=512,53.06629943847656,157.2702484130859,51.70875925856729,154.77257742399055,1.3575401799092717,2.4976709890953543
exp5,14,95,M=8,53.00127410888672,157.3835296630859,51.70875925856729,154.77257742399055,1.292514850319428,2.6109522390953543
exp5,14,95,R=1,52.93174743652344,157.3005065917969,51.70875925856729,154.77257742399055,1.2229881779561467,2.5279291678063487
exp5,14,95,R=16,52.81105804443359,157.4284362792969,51.70875925856729,154.77257742399055,1.1022987858662958,2.6558588553063487
exp5,14,95,R=256,52.92349243164062,157.3210144042969,51.70875925856729,154.77257742399055,1.214733173073327,2.5484369803063487
exp5,14,95,R=4,52.94537734985352,157.6184844970703,51.70875925856729,154.77257742399055,1.236618091286232,2.8459070730797578
exp5,14,95,R=64,52.99079513549805,157.3707427978516,51.70875925856729,154.77257742399055,1.282035876930756,2.598165373861036
exp5,14,95,Spline-ETO,53.34200668334961,156.9505310058594,51.70875925856729,154.77257742399055,1.6332474247823185,2.1779535818688487
exp5,14,95,Spline-QFR,54.9625129699707,158.5270690917969,51.70875925856729,154.77257742399055,3.2537537114034123,3.7544916678063487
exp5,14,95,lambda=0.1,52.69888687133789,158.2174072265625,51.70875925856729,154.77257742399055,0.9901276127705998,3.4448298025719453
exp5,14,95,lambda=0.3,52.74533843994141,157.74560546875,51.70875925856729,154.77257742399055,1.0365791813741225,2.9730280447594453
exp5,14,95,lambda=0.5,52.81105804443359,157.4284362792969,51.70875925856729,154.77257742399055,1.1022987858662958,2.6558588553063487
exp5,14,95,lambda=0.7,53.07416534423828,157.1740417480469,51.70875925856729,154.77257742399055,1.3654060856709904,2.4014643240563487
exp5,14,95,lambda=0.9,53.38196563720703,157.0309295654297,51.70875925856729,154.77257742399055,1.6732063786397404,2.2583521414391328
exp5,19,4,ERM,102.2613378938797,184.11704482687455,102.22502874728904,168.84146549560012,0.03630914659065354,15.275579331274429
exp5,19,4,ERM-NN,103.43751336622314,185.95113965610105,102.22502874728904,168.84146549560012,1.2124846189340985,17.10967416050093
exp5,19,4,LightGBM,102.58845630236708,184.53065057293503,102.22502874728904,168.84146549560012,0.36342755507803304,15.689185077334912
exp5,19,4,M=128,103.0163650512695,170.1909637451172,102.22502874728904,168.84146549560012,0.791336303980458,1.3494982495170689
exp5,19,4,M=2048,102.9939346313477,170.1647338867188,102.22502874728904,168.84146549560012,0.768905884058654,1.3232683911186882
exp5,19,4,M=32,103.1663436889648,170.1125030517578,102.22502874728904,168.84146549560012,0.9413149416757562,1.2710375561576939
exp5,19,4,M=512,102.9654769897461,170.153564453125,102.22502874728904,168.84146549560012,0.7404482424570489,1.3120989575248814
exp5,19,4,M=8,103.1754150390625,170.1005859375,102.22502874728904,168.84146549560012,0.9503862917734551,1.2591204418998814
exp5,19,4,R=1,102.973991394043,170.1739044189453,102.22502874728904,168.84146549560012,0.7489626467539523,1.3324389233451939
exp5,19,4,R=16,103.0163650512695,170.1909637451172,102.22502874728904,168.84146549560012,0.791336303980458,1.3494982495170689
exp5,19,4,R=256,103.1718597412109,170.0967712402344,102.22502874728904,168.84146549560012,0.94683099392185,1.2553057446342848
exp5,19,4,R=4,103.1837539672852,170.1442718505859,102.22502874728904,168.84146549560012,0.958725219996154,1.3028063549857904
exp5,19,4,R=64,102.9859466552734,170.2633972167969,102.22502874728904,168.84146549560012,0.76091790798435,1.4219317211967848
exp5,19,4,Spline-ETO,103.1843185424805,171.3348083496094,102.22502874728904,168.84146549560012,0.9592897951914523,2.493342854009285
exp5,19,4,Spline-QFR,105.0843734741211,188.3801727294922,102.22502874728904,168.84146549560012,2.859344726832049,19.53870723389207
exp5,19,4,lambda=0.1,103.1156997680664,179.7312927246094,102.22502874728904,168.84146549560012,0.8906710207773614,10.889827229009285
exp5,19,4,lambda=0.3,103.0227279663086,170.9413452148438,102.22502874728904,168.84146549560012,0.7976992190195489,2.099879719243688
exp5,19,4,lambda=0.5,103.0163650512695,170.1909637451172,102.22502874728904,168.84146549560012,0.791336303980458,1.3494982495170689
exp5,19,4,lambda=0.7,103.1136322021484,169.9826965332031,102.22502874728904,168.84146549560012,0.88860345485935,1.141231037602978
exp5,19,4,lambda=0.9,103.256721496582,171.21728515625,102.22502874728904,168.84146549560012,1.031692749292958,2.3758196606498814
exp5,19,14,ERM,67.44437104381426,285.4980686526666,67.34881731656797,208.28498853938697,0.09555372724628342,77.2130801132796
exp5,19,14,ERM-NN,68.43720412447426,290.08443543596474,67.34881731656797,208.28498853938697,1.0883868079062893,81.79944689657776
