dataset,dim,random_state,lambda,method,metric1,metric2,replications,samples_per_replication,final_samples_per_replication,fidelity_weight,smoothing_mu,configured_epochs,epochs_ran,batch_size,steps_ran,optimizer,initial_checkpoint_sha256,ipa_gradient_variance_trace,ipa_gradient_variance_mean_per_parameter,ipa_gradient_std_norm,ipa_gradient_mean_norm,ipa_gradient_relative_variance,ipa_gradient_loss_mean,ipa_gradient_loss_variance,gradient_variance_repeats,gradient_variance_batch_size,gradient_variance_replications,gradient_variance_samples_per_replication,gradient_variance_seed,gradient_parameter_count,weighted_ipa_gradient_variance_trace,ipa_gradient_weight
van_havre,9,14,0.5,rseto_ipa_lambda0.5,296.5436096191406,178.61985778808594,16.0,128.0,137.0,0.5,0.05,50,50,64,9050,projected_sgd,48c122be09bea5305d765014c2fab41ce4cb86376cec4fc21ef687482d363258,,,,,,,,,,,,,,,
van_havre,9,14,0.7,rseto_ipa_lambda0.7,298.3204650878906,172.7683868408203,16.0,128.0,137.0,0.7,0.05,50,50,64,9050,projected_sgd,48c122be09bea5305d765014c2fab41ce4cb86376cec4fc21ef687482d363258,,,,,,,,,,,,,,,
van_havre,9,14,0.9,rseto_ipa_lambda0.9,332.8027648925781,170.5261993408203,16.0,128.0,137.0,0.9,0.05,50,50,64,9050,projected_sgd,48c122be09bea5305d765014c2fab41ce4cb86376cec4fc21ef687482d363258,,,,,,,,,,,,,,,
van_havre,9,87,0.1,rseto_ipa_lambda0.1,285.3534240722656,282.0399169921875,16.0,128.0,137.0,0.1,0.05,50,50,64,9050,projected_sgd,6ff2e12346381771382b5dfa079d965a33206ab1b8205bd329b01902fb5410c5,,,,,,,,,,,,,,,
van_havre,9,87,0.3,rseto_ipa_lambda0.3,287.3007507324219,211.0293426513672,16.0,128.0,137.0,0.3,0.05,50,50,64,9050,projected_sgd,6ff2e12346381771382b5dfa079d965a33206ab1b8205bd329b01902fb5410c5,,,,,,,,,,,,,,,
van_havre,9,87,0.5,rseto_ipa_lambda0.5,305.4552307128906,172.16766357421875,16.0,128.0,137.0,0.5,0.05,50,50,64,9050,projected_sgd,6ff2e12346381771382b5dfa079d965a33206ab1b8205bd329b01902fb5410c5,,,,,,,,,,,,,,,
van_havre,9,87,0.7,rseto_ipa_lambda0.7,324.64471435546875,167.8072509765625,16.0,128.0,137.0,0.7,0.05,50,50,64,9050,projected_sgd,6ff2e12346381771382b5dfa079d965a33206ab1b8205bd329b01902fb5410c5,,,,,,,,,,,,,,,
van_havre,9,87,0.9,rseto_ipa_lambda0.9,354.5082092285156,165.04916381835938,16.0,128.0,137.0,0.9,0.05,50,50,64,9050,projected_sgd,6ff2e12346381771382b5dfa079d965a33206ab1b8205bd329b01902fb5410c5,,,,,,,,,,,,,,,
van_havre,14,82,0.1,rseto_ipa_lambda0.1,285.48272705078125,229.3722991943359,16.0,128.0,137.0,0.1,0.05,50,50,64,9050,projected_sgd,15055306c3028b4c9bc385e389036302d0e68e6e9afb26545dfacae83d442dca,0.0058045997284352,1.7751069947280484e-07,0.0761879235506057,0.6075952649116516,0.01572329364717,3.5858983397483826,1.447909438313997e-06,8.0,16.0,16.0,137.0,30082.0,32700.0,0.0047017257800325,0.9
van_havre,14,82,0.3,rseto_ipa_lambda0.3,285.82403564453125,197.47152709960935,16.0,128.0,137.0,0.3,0.05,50,50,64,9050,projected_sgd,15055306c3028b4c9bc385e389036302d0e68e6e9afb26545dfacae83d442dca,0.029482714831829,9.016120543492434e-07,0.1717053204774856,1.0223736763000488,0.0282064285129308,3.571532219648361,3.5583294259059324e-06,8.0,16.0,16.0,137.0,30082.0,32700.0,0.0144465302675962,0.7
van_havre,14,82,0.5,rseto_ipa_lambda0.5,286.4666442871094,189.38853454589844,16.0,128.0,137.0,0.5,0.05,50,50,64,9050,projected_sgd,15055306c3028b4c9bc385e389036302d0e68e6e9afb26545dfacae83d442dca,0.0582937747240066,1.7826841940404847e-06,0.2414410412311554,1.7183969020843506,0.0197412744164466,3.5438607931137085,1.5546896617836736e-05,8.0,16.0,16.0,137.0,30082.0,32700.0,0.0145734436810016,0.5
van_havre,14,82,0.7,rseto_ipa_lambda0.7,287.76544189453125,185.89474487304688,16.0,128.0,137.0,0.7,0.05,50,50,64,9050,projected_sgd,15055306c3028b4c9bc385e389036302d0e68e6e9afb26545dfacae83d442dca,0.1478087902069091,4.520146376307821e-06,0.3844590783119201,3.049164056777954,0.0158978607505559,3.482271194458008,4.871900239322713e-05,8.0,16.0,16.0,137.0,30082.0,32700.0,0.0133027911186218,0.3
van_havre,14,82,0.9,rseto_ipa_lambda0.9,308.9007873535156,184.23374938964844,16.0,128.0,137.0,0.9,0.05,50,50,64,9050,projected_sgd,15055306c3028b4c9bc385e389036302d0e68e6e9afb26545dfacae83d442dca,2.6696670055389404,8.164119208231568e-05,1.6339116096496582,9.779587745666504,0.0279136076569557,2.973882108926773,0.00028665163089,8.0,16.0,16.0,137.0,30082.0,32700.0,0.0266966700553893,0.0999999999999999
van_havre,14,15,0.1,rseto_ipa_lambda0.1,279.7248229980469,174.15341186523438,16.0,128.0,137.0,0.1,0.05,50,50,64,9050,projected_sgd,596ebda6400342b7af65a651b32edc15460c7556b57be16e0cb4648a117f31cf,0.0001652550708968,5.053671703336704e-09,0.0128551572561264,0.6838520765304565,0.0003533706185407,3.8021186888217926,1.1721842666036406e-06,8.0,16.0,16.0,137.0,30015.0,32700.0,0.0001338566074264,0.9
van_havre,14,15,0.3,rseto_ipa_lambda0.3,280.32708740234375,167.1614532470703,16.0,128.0,137.0,0.3,0.05,50,50,64,9050,projected_sgd,596ebda6400342b7af65a651b32edc15460c7556b57be16e0cb4648a117f31cf,0.0028632953763008,8.756254743502724e-08,0.0535097680985927,0.8881045579910278,0.0036302618682384,3.7881174087524414,1.857749387974244e-06,8.0,16.0,16.0,137.0,30015.0,32700.0,0.0014030147343873,0.7
van_havre,14,15,0.5,rseto_ipa_lambda0.5,281.3605041503906,165.72348022460938,16.0,128.0,137.0,0.5,0.05,50,50,64,9050,projected_sgd,596ebda6400342b7af65a651b32edc15460c7556b57be16e0cb4648a117f31cf,0.0087217763066291,2.667209741957777e-07,0.0933904498815536,1.2931793928146362,0.0052153975702822,3.763888359069824,4.901880970464845e-06,8.0,16.0,16.0,137.0,30015.0,32700.0,0.0021804440766572,0.5
van_havre,14,15,0.7,rseto_ipa_lambda0.7,283.85052490234375,164.93527221679688,16.0,128.0,137.0,0.7,0.05,50,50,64,9050,projected_sgd,596ebda6400342b7af65a651b32edc15460c7556b57be16e0cb4648a117f31cf,0.0610208474099636,1.8660809928405795e-06,0.2470239847898483,2.5892531871795654,0.009101839736104,3.7037423253059383,2.1746893590294087e-05,8.0,16.0,16.0,137.0,30015.0,32700.0,0.0054918762668967,0.3
van_havre,14,15,0.9,rseto_ipa_lambda0.9,313.5704040527344,165.35166931152344,16.0,128.0,137.0,0.9,0.05,50,50,64,9050,projected_sgd,596ebda6400342b7af65a651b32edc15460c7556b57be16e0cb4648a117f31cf,97.3077392578125,0.002975771902129,9.864468574523926,19.17501449584961,0.2646524906158447,3.28624764084816,0.0042406385666211,8.0,16.0,16.0,137.0,30015.0,32700.0,0.9730773925781244,0.0999999999999999
van_havre,14,4,0.1,rseto_ipa_lambda0.1,271.77642822265625,318.7117614746094,16.0,128.0,137.0,0.1,0.05,50,50,64,9050,projected_sgd,45d876908fe312f9e49a32763fc3747ce658b5471be0f0bdae0d5752a29413cc,0.0107424594461917,3.285155685261998e-07,0.1036458387970924,1.780714511871338,0.0033877796959131,3.831543534994126,1.078222753899841e-05,8.0,16.0,16.0,137.0,30004.0,32700.0,0.0087013921514153,0.9
van_havre,14,4,0.3,rseto_ipa_lambda0.3,275.3466491699219,165.20957946777344,16.0,128.0,137.0,0.3,0.05,50,50,64,9050,projected_sgd,45d876908fe312f9e49a32763fc3747ce658b5471be0f0bdae0d5752a29413cc,0.089643694460392,2.741397338468232e-06,0.299405574798584,2.8790321350097656,0.0108150048181414,3.739052265882492,4.194548355432711e-05,8.0,16.0,16.0,137.0,30004.0,32700.0,0.043925410285592,0.7
van_havre,14,4,0.5,rseto_ipa_lambda0.5,278.0367126464844,161.63192749023438,16.0,128.0,137.0,0.5,0.05,50,50,64,9050,projected_sgd,45d876908fe312f9e49a32763fc3747ce658b5471be0f0bdae0d5752a29413cc,0.0930285155773162,2.8449087494664127e-06,0.3050057590007782,3.2789194583892822,0.0086527587845921,3.678010076284409,5.331056508595111e-05,8.0,16.0,16.0,137.0,30004.0,32700.0,0.023257128894329,0.5
van_havre,14,4,0.7,rseto_ipa_lambda0.7,286.774169921875,158.19178771972656,16.0,128.0,137.0,0.7,0.05,50,50,64,9050,projected_sgd,45d876908fe312f9e49a32763fc3747ce658b5471be0f0bdae0d5752a29413cc,0.4414024353027344,1.349854574073106e-05,0.6643812656402588,5.5475006103515625,0.0143430000171065,3.5003333687782288,0.0001740098255587,8.0,16.0,16.0,137.0,30004.0,32700.0,0.0397262191772461,0.3
van_havre,14,4,0.9,rseto_ipa_lambda0.9,305.30712890625,157.29014587402344,16.0,128.0,137.0,0.9,0.05,50,50,64,9050,projected_sgd,45d876908fe312f9e49a32763fc3747ce658b5471be0f0bdae0d5752a29413cc,0.3704512417316437,1.1328784239594825e-05,0.6086470484733582,11.670473098754885,0.0027199075557291,3.0513736307621,0.0005891896161226,8.0,16.0,16.0,137.0,30004.0,32700.0,0.0037045124173164,0.0999999999999999
van_havre,14,95,0.1,rseto_ipa_lambda0.1,300.468994140625,252.02940368652344,16.0,128.0,137.0,0.1,0.05,50,50,64,9050,projected_sgd,ab884b6d2b7b76350e39bae6ef3ece53538685fece7434a30f8e874907af2b23,7.661810398101807,0.0002343061350984,2.7679975032806396,20.643962860107425,0.0179781597107648,19.138102054595947,0.0021443758562652,8.0,16.0,16.0,137.0,30095.0,32700.0,6.206066422462464,0.9
van_havre,14,95,0.3,rseto_ipa_lambda0.3,303.8700256347656,185.7810211181641,16.0,128.0,137.0,0.3,0.05,50,50,64,9050,projected_sgd,ab884b6d2b7b76350e39bae6ef3ece53538685fece7434a30f8e874907af2b23,13.376208305358888,0.0004090583533979,3.657349824905395,25.38523292541504,0.0207572933286428,19.96528172492981,0.0090524381874144,8.0,16.0,16.0,137.0,30095.0,32700.0,6.554342069625854,0.7
van_havre,14,95,0.5,rseto_ipa_lambda0.5,307.598388671875,184.5626983642578,16.0,128.0,137.0,0.5,0.05,50,50,64,9050,projected_sgd,ab884b6d2b7b76350e39bae6ef3ece53538685fece7434a30f8e874907af2b23,19.506027221679688,0.0005965146119706,4.416563034057617,40.41896057128906,0.0119398422539234,21.048008918762207,0.0083723438968133,8.0,16.0,16.0,137.0,30095.0,32700.0,4.876506805419922,0.5
van_havre,14,95,0.7,rseto_ipa_lambda0.7,323.16595458984375,183.875732421875,16.0,128.0,137.0,0.7,0.05,50,50,64,9050,projected_sgd,ab884b6d2b7b76350e39bae6ef3ece53538685fece7434a30f8e874907af2b23,890.8261108398438,0.0272423885762691,29.846710205078125,58.243873596191406,0.2625986337661743,24.050801038742065,0.021357538448748,8.0,16.0,16.0,137.0,30095.0,32700.0,80.17434997558595,0.3
van_havre,14,95,0.9,rseto_ipa_lambda0.9,340.9830627441406,183.43695068359375,16.0,128.0,137.0,0.9,0.05,50,50,64,9050,projected_sgd,ab884b6d2b7b76350e39bae6ef3ece53538685fece7434a30f8e874907af2b23,166.22293090820312,0.0050832699052989,12.892746925354004,94.78996276855467,0.0184997636824846,28.407185077667236,0.0669114033618305,8.0,16.0,16.0,137.0,30095.0,32700.0,1.6622293090820304,0.0999999999999999
van_havre,14,36,0.1,rseto_ipa_lambda0.1,287.1455383300781,247.0371856689453,16.0,128.0,137.0,0.1,0.05,50,50,64,9050,projected_sgd,4ff6379ed145cee72ce017c31d46bc60b928c235cc8061dadc2beb621fe74d60,0.0026238192804157,8.023911846066768e-08,0.0512232296168804,0.9824581742286682,0.0027183527126908,3.4352302253246307,2.327378905217107e-06,8.0,16.0,16.0,137.0,30036.0,32700.0,0.0021252936171367,0.9
van_havre,14,36,0.3,rseto_ipa_lambda0.3,287.7961730957031,178.2080841064453,16.0,128.0,137.0,0.3,0.05,50,50,64,9050,projected_sgd,4ff6379ed145cee72ce017c31d46bc60b928c235cc8061dadc2beb621fe74d60,0.0184471569955348,5.641332450068148e-07,0.1358203142881393,1.6764556169509888,0.0065636485815048,3.4069666862487793,1.0381319465782976e-05,8.0,16.0,16.0,137.0,30036.0,32700.0,0.009039106927812,0.7
van_havre,14,36,0.5,rseto_ipa_lambda0.5,288.6224365234375,162.36529541015625,16.0,128.0,137.0,0.5,0.05,50,50,64,9050,projected_sgd,4ff6379ed145cee72ce017c31d46bc60b928c235cc8061dadc2beb621fe74d60,0.0657935440540313,2.0120348835916957e-06,0.2565025091171264,2.683706760406494,0.0091350963339209,3.365137964487076,3.11496780785855e-05,8.0,16.0,16.0,137.0,30036.0,32700.0,0.0164483860135078,0.5
van_havre,14,36,0.7,rseto_ipa_lambda0.7,290.1796875,156.47314453125,16.0,128.0,137.0,0.7,0.05,50,50,64,9050,projected_sgd,4ff6379ed145cee72ce017c31d46bc60b928c235cc8061dadc2beb621fe74d60,0.0916063040494918,2.801416030706605e-06,0.3026653230190277,4.066385746002197,0.0055399807170033,3.2891611456871033,0.0001131014033027,8.0,16.0,16.0,137.0,30036.0,32700.0,0.0082445673644542,0.3
van_havre,14,36,0.9,rseto_ipa_lambda0.9,298.907470703125,154.23362731933594,16.0,128.0,137.0,0.9,0.05,50,50,64,9050,projected_sgd,4ff6379ed145cee72ce017c31d46bc60b928c235cc8061dadc2beb621fe74d60,0.923819065093994,2.8251348339836113e-05,0.9611550569534302,9.925509452819824,0.0093773752450943,3.0818077325820923,0.0005969481113977,8.0,16.0,16.0,137.0,30036.0,32700.0,0.0092381906509399,0.0999999999999999
van_havre,14,32,0.1,rseto_ipa_lambda0.1,282.0035095214844,352.41650390625,16.0,128.0,137.0,0.1,0.05,50,50,64,9050,projected_sgd,1654dc3aeb2b3357641308f384f98c6b3c26c7143115c98eaa081fe69760f0c0,0.0042779366485774,1.308237500552423e-07,0.065405935049057,0.7976674437522888,0.0067234253510832,3.980279922485352,1.2169913848733164e-06,8.0,16.0,16.0,137.0,30032.0,32700.0,0.0034651286853477,0.9
van_havre,14,32,0.3,rseto_ipa_lambda0.3,282.9788513183594,174.5254364013672,16.0,128.0,137.0,0.3,0.05,50,50,64,9050,projected_sgd,1654dc3aeb2b3357641308f384f98c6b3c26c7143115c98eaa081fe69760f0c0,0.0152058470994234,4.650106006920396e-07,0.1233119890093803,1.2775733470916748,0.0093162031844258,3.953193038702011,3.536188938621113e-06,8.0,16.0,16.0,137.0,30032.0,32700.0,0.0074508650787174,0.7
van_havre,14,32,0.5,rseto_ipa_lambda0.5,285.29266357421875,169.3229522705078,16.0,128.0,137.0,0.5,0.05,50,50,64,9050,projected_sgd,1654dc3aeb2b3357641308f384f98c6b3c26c7143115c98eaa081fe69760f0c0,0.0181353371590375,5.5459747727582e-07,0.1346675008535385,2.6013147830963135,0.0026800308842211,3.88611751794815,1.3485759572923988e-05,8.0,16.0,16.0,137.0,30032.0,32700.0,0.0045338342897593,0.5
van_havre,14,32,0.7,rseto_ipa_lambda0.7,306.4767761230469,164.97137451171875,16.0,128.0,137.0,0.7,0.05,50,50,64,9050,projected_sgd,1654dc3aeb2b3357641308f384f98c6b3c26c7143115c98eaa081fe69760f0c0,0.2331584244966507,7.130227004381595e-06,0.4828647971153259,5.024127006530762,0.0092369774356484,3.4722055792808533,5.149195339575792e-05,8.0,16.0,16.0,137.0,30032.0,32700.0,0.0209842582046985,0.3
van_havre,14,32,0.9,rseto_ipa_lambda0.9,331.3713073730469,163.62966918945312,16.0,128.0,137.0,0.9,0.05,50,50,64,9050,projected_sgd,1654dc3aeb2b3357641308f384f98c6b3c26c7143115c98eaa081fe69760f0c0,0.4982011616230011,1.523550963611342e-05,0.7058336734771729,7.862257480621338,0.0080595389008522,2.9116150438785553,8.301303664889506e-05,8.0,16.0,16.0,137.0,30032.0,32700.0,0.00498201161623,0.0999999999999999
van_havre,14,29,0.1,rseto_ipa_lambda0.1,308.1092224121094,263.3078918457031,16.0,128.0,137.0,0.1,0.05,50,50,64,9050,projected_sgd,9294d72fa5b61f8ee466b08f0362324b62bffcd55e6a5cc792223b36722d735a,4.683595657348633,0.0001432292192475,2.1641616821289062,10.167705535888672,0.045303676277399,13.647393822669985,0.0051608504919613,8.0,16.0,16.0,137.0,30029.0,32700.0,3.793712482452393,0.9
van_havre,14,29,0.3,rseto_ipa_lambda0.3,309.919189453125,174.88027954101562,16.0,128.0,137.0,0.3,0.05,50,50,64,9050,projected_sgd,9294d72fa5b61f8ee466b08f0362324b62bffcd55e6a5cc792223b36722d735a,33.07483673095703,0.0010114628821611,5.751072883605957,15.61836051940918,0.1355897337198257,13.919318914413452,0.0206387949242525,8.0,16.0,16.0,137.0,30029.0,32700.0,16.206669998168945,0.7
van_havre,14,29,0.5,rseto_ipa_lambda0.5,314.5768737792969,168.8663330078125,16.0,128.0,137.0,0.5,0.05,50,50,64,9050,projected_sgd,9294d72fa5b61f8ee466b08f0362324b62bffcd55e6a5cc792223b36722d735a,119.2423858642578,0.0036465560551732,10.91981601715088,30.440610885620117,0.1286838203668594,14.544827342033386,0.062972506454035,8.0,16.0,16.0,137.0,30029.0,32700.0,29.810596466064453,0.5
van_havre,14,29,0.7,rseto_ipa_lambda0.7,338.9872131347656,162.42405700683594,16.0,128.0,137.0,0.7,0.05,50,50,64,9050,projected_sgd,9294d72fa5b61f8ee466b08f0362324b62bffcd55e6a5cc792223b36722d735a,211.0718536376953,0.0064547965303063,14.528311729431152,79.26654052734375,0.0335931330919265,17.557283878326416,0.5751375950731017,8.0,16.0,16.0,137.0,30029.0,32700.0,18.996466827392585,0.3
van_havre,14,29,0.9,rseto_ipa_lambda0.9,398.5372009277344,159.7134246826172,16.0,128.0,137.0,0.9,0.05,50,50,64,9050,projected_sgd,9294d72fa5b61f8ee466b08f0362324b62bffcd55e6a5cc792223b36722d735a,670.1104736328125,0.0204926747828722,25.886491775512695,134.18399047851562,0.0372173115611076,24.91745352745056,1.5970261281830582,8.0,16.0,16.0,137.0,30029.0,32700.0,6.701104736328122,0.0999999999999999
van_havre,14,18,0.1,rseto_ipa_lambda0.1,300.2832336425781,295.04205322265625,16.0,128.0,137.0,0.1,0.05,50,50,64,9050,projected_sgd,dafef547df37897cfdd07e450a80973c66a35bf8aa07cb5b24dacfe6f27e43a1,0.0019036650191992,5.821605597589041e-08,0.0436310097575187,1.037954807281494,0.0017669881926849,3.91281333565712,2.1785497525326847e-06,8.0,16.0,16.0,137.0,30018.0,32700.0,0.0015419686655513,0.9
van_havre,14,18,0.3,rseto_ipa_lambda0.3,302.48956298828125,184.54588317871097,16.0,128.0,137.0,0.3,0.05,50,50,64,9050,projected_sgd,dafef547df37897cfdd07e450a80973c66a35bf8aa07cb5b24dacfe6f27e43a1,0.0515699535608291,1.577062789692718e-06,0.2270901948213577,1.833408236503601,0.0153418742120265,3.8699524104595184,1.2804062674628572e-05,8.0,16.0,16.0,137.0,30018.0,32700.0,0.0252692772448062,0.7
van_havre,14,18,0.5,rseto_ipa_lambda0.5,318.4162902832031,165.80438232421875,16.0,128.0,137.0,0.5,0.05,50,50,64,9050,projected_sgd,dafef547df37897cfdd07e450a80973c66a35bf8aa07cb5b24dacfe6f27e43a1,0.1250604689121246,3.824479335889919e-06,0.3536388874053955,4.507535457611084,0.0061551942490041,3.63692370057106,4.04415751995251e-05,8.0,16.0,16.0,137.0,30018.0,32700.0,0.0312651172280311,0.5
van_havre,14,18,0.7,rseto_ipa_lambda0.7,348.2991638183594,160.4899444580078,16.0,128.0,137.0,0.7,0.05,50,50,64,9050,projected_sgd,dafef547df37897cfdd07e450a80973c66a35bf8aa07cb5b24dacfe6f27e43a1,0.2129222005605697,6.511382252938347e-06,0.461434930562973,6.2594404220581055,0.0054343789815902,3.1938697695732117,8.067228354694375e-05,8.0,16.0,16.0,137.0,30018.0,32700.0,0.0191629980504512,0.3
van_havre,14,18,0.9,rseto_ipa_lambda0.9,392.9284362792969,157.88450622558594,16.0,128.0,137.0,0.9,0.05,50,50,64,9050,projected_sgd,dafef547df37897cfdd07e450a80973c66a35bf8aa07cb5b24dacfe6f27e43a1,0.1617140173912048,4.945382897858508e-06,0.4021368026733398,7.452949523925781,0.0029113290365785,2.5430169701576233,9.627648935861544e-05,8.0,16.0,16.0,137.0,30018.0,32700.0,0.001617140173912,0.0999999999999999
van_havre,14,14,0.1,rseto_ipa_lambda0.1,290.12872314453125,224.29148864746097,16.0,128.0,137.0,0.1,0.05,50,50,64,9050,projected_sgd,e63fd45cd7e50f8fb6b7e0790da39726b948e2cad12a19f16f1de3f1e2a9cb4b,8.194820111384615e-05,2.506061136386961e-09,0.0090525243431329,0.8303444981575012,0.0001188564638141,4.118303656578064,3.0042806916493902e-06,8.0,16.0,16.0,137.0,30014.0,32700.0,6.637804290221538e-05,0.9
van_havre,14,14,0.3,rseto_ipa_lambda0.3,291.0968322753906,172.19667053222656,16.0,128.0,137.0,0.3,0.05,50,50,64,9050,projected_sgd,e63fd45cd7e50f8fb6b7e0790da39726b948e2cad12a19f16f1de3f1e2a9cb4b,0.0006377068930305,1.9501740666783007e-08,0.0252528581768274,1.096312403678894,0.0005305819795466,4.100509822368622,3.5393637217241902e-06,8.0,16.0,16.0,137.0,30014.0,32700.0,0.0003124763775849,0.7
van_havre,14,14,0.5,rseto_ipa_lambda0.5,292.890380859375,169.22625732421875,16.0,128.0,137.0,0.5,0.05,50,50,64,9050,projected_sgd,e63fd45cd7e50f8fb6b7e0790da39726b948e2cad12a19f16f1de3f1e2a9cb4b,0.0017508519813418,5.3542873246215095e-08,0.0418431833386421,1.6654613018035889,0.0006312194163911,4.067359983921051,4.775537844027765e-06,8.0,16.0,16.0,137.0,30014.0,32700.0,0.0004377129953354,0.5
van_havre,14,14,0.7,rseto_ipa_lambda0.7,298.5132751464844,167.30038452148438,16.0,128.0,137.0,0.7,0.05,50,50,64,9050,projected_sgd,e63fd45cd7e50f8fb6b7e0790da39726b948e2cad12a19f16f1de3f1e2a9cb4b,0.2232319861650467,6.826666322012898e-06,0.4724743366241455,3.605125188827514,0.0171757489442825,3.9706574082374577,2.1964140269606753e-05,8.0,16.0,16.0,137.0,30014.0,32700.0,0.0200908787548542,0.3
van_havre,14,14,0.9,rseto_ipa_lambda0.9,317.8872375488281,167.18336486816406,16.0,128.0,137.0,0.9,0.05,50,50,64,9050,projected_sgd,e63fd45cd7e50f8fb6b7e0790da39726b948e2cad12a19f16f1de3f1e2a9cb4b,0.203914538025856,6.23591859039152e-06,0.4515689611434936,6.484046936035156,0.0048501584678888,3.6060709953308105,8.947050762994227e-05,8.0,16.0,16.0,137.0,30014.0,32700.0,0.0020391453802585,0.0999999999999999
van_havre,14,87,0.1,rseto_ipa_lambda0.1,284.4710998535156,1114.1724853515625,16.0,128.0,137.0,0.1,0.05,50,50,64,9050,projected_sgd,62ae7bd64d0144c8cd36d72a442dd28153562a097bbaf76225deb49b8a4a9dbd,2.3406926629832014e-05,7.158081349878387e-10,0.0048380703665316,0.2386722117662429,0.0004109042929485,4.267603635787964,6.268161931594867e-06,8.0,16.0,16.0,137.0,30087.0,32700.0,1.8959610570163933e-05,0.9
van_havre,14,87,0.3,rseto_ipa_lambda0.3,285.7137756347656,860.28173828125,16.0,128.0,137.0,0.3,0.05,50,50,64,9050,projected_sgd,62ae7bd64d0144c8cd36d72a442dd28153562a097bbaf76225deb49b8a4a9dbd,6.832378130638972e-05,2.089412198813534e-09,0.0082658203318715,0.4351016581058502,0.0003609029517974,4.245653331279755,7.61208106122727e-06,8.0,16.0,16.0,137.0,30087.0,32700.0,3.347865284013096e-05,0.7
van_havre,14,87,0.5,rseto_ipa_lambda0.5,287.86981201171875,207.5891571044922,16.0,128.0,137.0,0.5,0.05,50,50,64,9050,projected_sgd,62ae7bd64d0144c8cd36d72a442dd28153562a097bbaf76225deb49b8a4a9dbd,0.0675699934363365,2.066360593744321e-06,0.2599422931671142,1.0748553276062012,0.0584862604737281,4.199439823627472,2.940179540392559e-05,8.0,16.0,16.0,137.0,30087.0,32700.0,0.0168924983590841,0.5
van_havre,14,87,0.7,rseto_ipa_lambda0.7,290.02886962890625,169.67100524902344,16.0,128.0,137.0,0.7,0.05,50,50,64,9050,projected_sgd,62ae7bd64d0144c8cd36d72a442dd28153562a097bbaf76225deb49b8a4a9dbd,0.1964240968227386,6.006853254802991e-06,0.4431975781917572,1.9713064432144165,0.0505459606647491,4.142739295959473,0.0001340025238667,8.0,16.0,16.0,137.0,30087.0,32700.0,0.0176781687140464,0.3
van_havre,14,87,0.9,rseto_ipa_lambda0.9,303.1185607910156,167.29539489746094,16.0,128.0,137.0,0.9,0.05,50,50,64,9050,projected_sgd,62ae7bd64d0144c8cd36d72a442dd28153562a097bbaf76225deb49b8a4a9dbd,0.4348765611648559,1.329897713731043e-05,0.6594517230987549,8.478182792663574,0.0060500712133944,3.718548536300659,0.0014616651705604,8.0,16.0,16.0,137.0,30087.0,32700.0,0.0043487656116485,0.0999999999999999
van_havre,19,82,0.1,rseto_ipa_lambda0.1,281.3816833496094,534.8645629882812,16.0,128.0,137.0,0.1,0.05,50,50,64,9050,projected_sgd,e90c14de025c5c66c45a02b6be5e6e33f0a26e2a3ef3434173514d7a5d15ac0e,0.0003963970812037,1.1665600041510515e-08,0.0199097227305173,0.6763646006584167,0.0008665002533234,3.968078076839447,8.951416532454459e-07,8.0,16.0,16.0,137.0,30082.0,33980.0,0.000321081635775,0.9
van_havre,19,82,0.3,rseto_ipa_lambda0.3,282.3793029785156,214.6593780517578,16.0,128.0,137.0,0.3,0.05,50,50,64,9050,projected_sgd,e90c14de025c5c66c45a02b6be5e6e33f0a26e2a3ef3434173514d7a5d15ac0e,0.0613241419196128,1.8047128378384512e-06,0.2476371228694915,1.1184817552566528,0.0490200445055961,3.94492644071579,1.434284673759326e-05,8.0,16.0,16.0,137.0,30082.0,33980.0,0.0300488295406103,0.7
van_havre,19,82,0.5,rseto_ipa_lambda0.5,283.10400390625,191.50799560546875,16.0,128.0,137.0,0.5,0.05,50,50,64,9050,projected_sgd,e90c14de025c5c66c45a02b6be5e6e33f0a26e2a3ef3434173514d7a5d15ac0e,0.2601296305656433,7.655374247406144e-06,0.5100290775299072,1.7700400352478027,0.0830278173089027,3.9222671389579777,2.617599940078565e-05,8.0,16.0,16.0,137.0,30082.0,33980.0,0.0650324076414108,0.5
van_havre,19,82,0.7,rseto_ipa_lambda0.7,286.0431213378906,193.41111755371097,16.0,128.0,137.0,0.7,0.05,50,50,64,9050,projected_sgd,e90c14de025c5c66c45a02b6be5e6e33f0a26e2a3ef3434173514d7a5d15ac0e,0.1754163354635238,5.1623405852296855e-06,0.4188273251056671,3.4940719604492188,0.0143683329224586,3.840693414211273,9.985988742349556e-05,8.0,16.0,16.0,137.0,30082.0,33980.0,0.0157874701917171,0.3
van_havre,19,82,0.9,rseto_ipa_lambda0.9,310.7212219238281,187.4457550048828,16.0,128.0,137.0,0.9,0.05,50,50,64,9050,projected_sgd,e90c14de025c5c66c45a02b6be5e6e33f0a26e2a3ef3434173514d7a5d15ac0e,0.6183516979217529,1.819751923903823e-05,0.7863534092903137,9.40942668914795,0.0069840801879763,3.3608261942863464,0.0004530854727095,8.0,16.0,16.0,137.0,30082.0,33980.0,0.0061835169792175,0.0999999999999999
