dataset,dim,random_state,m,method,metric1,metric2,replications,samples_per_replication,final_samples_per_replication,fidelity_weight,smoothing_mu,configured_epochs,epochs_ran,batch_size,steps_ran,optimizer,initial_checkpoint_sha256,ipa_gradient_variance_trace,ipa_gradient_variance_mean_per_parameter,ipa_gradient_std_norm,ipa_gradient_mean_norm,ipa_gradient_relative_variance,ipa_gradient_loss_mean,ipa_gradient_loss_variance,gradient_variance_repeats,gradient_variance_batch_size,gradient_variance_replications,gradient_variance_samples_per_replication,gradient_variance_seed,gradient_parameter_count,weighted_ipa_gradient_variance_trace,ipa_gradient_weight
van_havre,19,15,128,rseto_ipa_m128,265.8544006347656,169.6731414794922,16.0,128.0,137.0,0.5,0.05,50,50,64,9050,projected_sgd,cb34c1839b2176d4bd532159eec9244289e92c58cbc2897c030cbb7489f2c296,0.0025816455017775,7.597544282589298e-08,0.0508098974823951,2.0982935428619385,0.0005863597616553,3.583498239517212,7.681831497003649e-06,8.0,16.0,16.0,137.0,30015.0,33980.0,0.0006454113754443,0.5
van_havre,19,15,512,rseto_ipa_m512,266.10174560546875,168.96920776367188,16.0,512.0,521.0,0.5,0.05,50,50,64,9050,projected_sgd,cb34c1839b2176d4bd532159eec9244289e92c58cbc2897c030cbb7489f2c296,0.0086828991770744,2.5552969873388065e-07,0.0931820720434188,2.108128070831299,0.00195375806652,3.5809411704540253,3.2972292832563914e-06,8.0,16.0,16.0,521.0,30015.0,33980.0,0.0021707247942686,0.5
van_havre,19,15,2048,rseto_ipa_m2048,265.9000549316406,169.6389923095703,16.0,2048.0,2057.0,0.5,0.05,50,50,64,9050,projected_sgd,cb34c1839b2176d4bd532159eec9244289e92c58cbc2897c030cbb7489f2c296,0.0059332097880542,1.7460888557252477e-07,0.077027328312397,2.094612836837769,0.0013523285742849,3.5886808931827545,1.6055355597391748e-06,8.0,16.0,16.0,2057.0,30015.0,33980.0,0.0014833024470135,0.5
van_havre,19,4,8,rseto_ipa_m8,291.42822265625,213.16839599609375,16.0,8.0,17.0,0.5,0.05,50,50,64,9050,projected_sgd,014743b694c72e3462cf0b24c3b60bf7f34ee273e487c71e494f3e7151444f4a,53.82996368408203,0.0015841660788282,7.336890697479248,3.2593085765838623,5.067259311676025,3.626308023929596,0.0121238438858191,8.0,16.0,16.0,17.0,30004.0,33980.0,13.457490921020508,0.5
van_havre,19,4,32,rseto_ipa_m32,291.9317626953125,169.51878356933594,16.0,32.0,41.0,0.5,0.05,50,50,64,9050,projected_sgd,014743b694c72e3462cf0b24c3b60bf7f34ee273e487c71e494f3e7151444f4a,0.1373705565929412,4.042688487970736e-06,0.3706353306770324,4.120214939117432,0.00809196382761,3.5880653262138367,6.759390633094751e-05,8.0,16.0,16.0,41.0,30004.0,33980.0,0.0343426391482353,0.5
van_havre,19,4,128,rseto_ipa_m128,294.0142822265625,156.74969482421875,16.0,128.0,137.0,0.5,0.05,50,50,64,9050,projected_sgd,014743b694c72e3462cf0b24c3b60bf7f34ee273e487c71e494f3e7151444f4a,0.115416519343853,3.3966014143516077e-06,0.3397300541400909,3.3496580123901367,0.0102864867076277,3.599371016025543,6.504074545432559e-05,8.0,16.0,16.0,137.0,30004.0,33980.0,0.0288541298359632,0.5
van_havre,19,4,512,rseto_ipa_m512,294.2901611328125,153.4639434814453,16.0,512.0,521.0,0.5,0.05,50,50,64,9050,projected_sgd,014743b694c72e3462cf0b24c3b60bf7f34ee273e487c71e494f3e7151444f4a,0.0234488639980554,6.90078422849183e-07,0.15313021838665,2.7632803916931152,0.0030709439888596,3.605837404727936,8.730296221821326e-06,8.0,16.0,16.0,521.0,30004.0,33980.0,0.0058622159995138,0.5
van_havre,19,4,2048,rseto_ipa_m2048,294.5558166503906,153.11199951171875,16.0,2048.0,2057.0,0.5,0.05,50,50,64,9050,projected_sgd,014743b694c72e3462cf0b24c3b60bf7f34ee273e487c71e494f3e7151444f4a,0.0087555423378944,2.576675228738168e-07,0.093571051955223,2.660365581512451,0.0012370874173939,3.602908819913864,7.712611613491e-07,8.0,16.0,16.0,2057.0,30004.0,33980.0,0.0021888855844736,0.5
van_havre,19,95,8,rseto_ipa_m8,300.466064453125,231.81985473632812,16.0,8.0,17.0,0.5,0.05,50,50,64,9050,projected_sgd,9ad55b69db990f153e8df55d08d68feb60c4decf80bac9cb3feaa01a3daf01f0,1.203519344329834,3.5418463085079566e-05,1.0970503091812134,2.8985979557037354,0.143244206905365,4.069707930088043,0.0002372380841109,8.0,16.0,16.0,17.0,30095.0,33980.0,0.3008798360824585,0.5
van_havre,19,95,32,rseto_ipa_m32,300.8793029785156,190.8265380859375,16.0,32.0,41.0,0.5,0.05,50,50,64,9050,projected_sgd,9ad55b69db990f153e8df55d08d68feb60c4decf80bac9cb3feaa01a3daf01f0,0.2372747957706451,6.9827779043407645e-06,0.4871086180210113,2.0980589389801025,0.05390340462327,4.097202181816101,2.3511123393810912e-05,8.0,16.0,16.0,41.0,30095.0,33980.0,0.0593186989426612,0.5
van_havre,19,95,128,rseto_ipa_m128,301.64892578125,187.49972534179688,16.0,128.0,137.0,0.5,0.05,50,50,64,9050,projected_sgd,9ad55b69db990f153e8df55d08d68feb60c4decf80bac9cb3feaa01a3daf01f0,0.1592414379119873,4.6863283387210686e-06,0.3990506827831268,2.407885789871216,0.0274652987718582,4.101960122585297,3.410375753430474e-05,8.0,16.0,16.0,137.0,30095.0,33980.0,0.0398103594779968,0.5
van_havre,19,95,512,rseto_ipa_m512,301.74713134765625,187.4741668701172,16.0,512.0,521.0,0.5,0.05,50,50,64,9050,projected_sgd,9ad55b69db990f153e8df55d08d68feb60c4decf80bac9cb3feaa01a3daf01f0,0.1425912529230117,4.196328973193886e-06,0.3776125609874725,1.8695368766784668,0.0407966785132885,4.109158277511597,6.252882030821638e-06,8.0,16.0,16.0,521.0,30095.0,33980.0,0.0356478132307529,0.5
van_havre,19,95,2048,rseto_ipa_m2048,302.20306396484375,186.65090942382812,16.0,2048.0,2057.0,0.5,0.05,50,50,64,9050,projected_sgd,9ad55b69db990f153e8df55d08d68feb60c4decf80bac9cb3feaa01a3daf01f0,0.0423590391874313,1.2465874306144542e-06,0.2058131098747253,1.487880825996399,0.0191341768950223,4.108267545700073,3.684236097407328e-06,8.0,16.0,16.0,2057.0,30095.0,33980.0,0.0105897597968578,0.5
van_havre,19,36,8,rseto_ipa_m8,270.6116943359375,295.4545593261719,16.0,8.0,17.0,0.5,0.05,50,50,64,9050,projected_sgd,344353085eac7599368c8293b9d7b13c9b161e2328eea7c4c8f4372fd91d881f,0.0626657754182815,1.8441958218318175e-06,0.2503313422203064,1.2147353887557983,0.0424685105681419,3.848375886678696,2.4131928608791705e-05,8.0,16.0,16.0,17.0,30036.0,33980.0,0.0156664438545703,0.5
van_havre,19,36,32,rseto_ipa_m32,271.86431884765625,216.9715118408203,16.0,32.0,41.0,0.5,0.05,50,50,64,9050,projected_sgd,344353085eac7599368c8293b9d7b13c9b161e2328eea7c4c8f4372fd91d881f,0.1641001105308532,4.8293145482602995e-06,0.405092716217041,3.8059616088867183,0.0113286999985575,3.727588385343552,7.07948034498632e-05,8.0,16.0,16.0,41.0,30036.0,33980.0,0.0410250276327133,0.5
van_havre,19,36,128,rseto_ipa_m128,273.135009765625,155.51266479492188,16.0,128.0,137.0,0.5,0.05,50,50,64,9050,projected_sgd,344353085eac7599368c8293b9d7b13c9b161e2328eea7c4c8f4372fd91d881f,0.0544757582247257,1.6031711993491626e-06,0.2334004193544387,1.4584226608276367,0.0256115850061178,3.813025116920471,1.0764335408046982e-05,8.0,16.0,16.0,137.0,30036.0,33980.0,0.0136189395561814,0.5
van_havre,19,36,512,rseto_ipa_m512,273.099365234375,154.62469482421875,16.0,512.0,521.0,0.5,0.05,50,50,64,9050,projected_sgd,344353085eac7599368c8293b9d7b13c9b161e2328eea7c4c8f4372fd91d881f,0.0009489700314588,2.792731024214845e-08,0.0308053568005561,1.203752040863037,0.0006549051613546,3.817484736442566,8.768716140496379e-08,8.0,16.0,16.0,521.0,30036.0,33980.0,0.0002372425078647,0.5
van_havre,19,36,2048,rseto_ipa_m2048,273.03863525390625,154.6741485595703,16.0,2048.0,2057.0,0.5,0.05,50,50,64,9050,projected_sgd,344353085eac7599368c8293b9d7b13c9b161e2328eea7c4c8f4372fd91d881f,2.640971433720551e-05,7.772135157679826e-10,0.0051390384323894,1.200192928314209,1.8334183550905436e-05,3.8187279999256134,1.2338082301864365e-08,8.0,16.0,16.0,2057.0,30036.0,33980.0,6.602428584301379e-06,0.5
van_havre,19,32,8,rseto_ipa_m8,290.06646728515625,226.01014709472656,16.0,8.0,17.0,0.5,0.05,50,50,64,9050,projected_sgd,0e8e7ba1b996a83247ff72e097e04945b4323c5a483812f55a660af0e25531b8,3725.68701171875,0.1096435263752937,61.03840637207031,47.12819290161133,1.677431583404541,12.440104842185974,0.4545106186420103,8.0,16.0,16.0,17.0,30032.0,33980.0,931.4217529296876,0.5
van_havre,19,32,32,rseto_ipa_m32,290.5345153808594,174.40676879882812,16.0,32.0,41.0,0.5,0.05,50,50,64,9050,projected_sgd,0e8e7ba1b996a83247ff72e097e04945b4323c5a483812f55a660af0e25531b8,24.667503356933594,0.0007259418489411,4.966639041900635,25.91608238220215,0.0367270894348621,12.2420916557312,0.2827603675019158,8.0,16.0,16.0,41.0,30032.0,33980.0,6.166875839233398,0.5
van_havre,19,32,128,rseto_ipa_m128,290.1590270996094,164.78880310058594,16.0,128.0,137.0,0.5,0.05,50,50,64,9050,projected_sgd,0e8e7ba1b996a83247ff72e097e04945b4323c5a483812f55a660af0e25531b8,4.698566436767578,0.0001382744667353,2.1676177978515625,25.27357292175293,0.0073558371514081,11.745592594146729,0.0085756407830298,8.0,16.0,16.0,137.0,30032.0,33980.0,1.1746416091918943,0.5
van_havre,19,32,512,rseto_ipa_m512,290.06103515625,165.0114288330078,16.0,512.0,521.0,0.5,0.05,50,50,64,9050,projected_sgd,0e8e7ba1b996a83247ff72e097e04945b4323c5a483812f55a660af0e25531b8,1.1728157997131348,3.451488373684697e-05,1.0829662084579468,24.811359405517575,0.001905148033984,11.837854862213137,0.001097451467753,8.0,16.0,16.0,521.0,30032.0,33980.0,0.2932039499282837,0.5
van_havre,19,32,2048,rseto_ipa_m2048,290.4244079589844,165.7852325439453,16.0,2048.0,2057.0,0.5,0.05,50,50,64,9050,projected_sgd,0e8e7ba1b996a83247ff72e097e04945b4323c5a483812f55a660af0e25531b8,0.2526655197143554,7.435712632286595e-06,0.5026584267616272,25.614057540893555,0.0003851139044854,11.987424731254578,0.0002084893017614,8.0,16.0,16.0,2057.0,30032.0,33980.0,0.0631663799285888,0.5
van_havre,19,29,8,rseto_ipa_m8,283.4186096191406,234.57745361328125,16.0,8.0,17.0,0.5,0.05,50,50,64,9050,projected_sgd,439de3d690b01dbb6f7a8469b4b9b8672c57793ee92d3786cd52bd508352ce25,0.546015739440918,1.6068737750174478e-05,0.7389287948608398,2.123603105545044,0.1210761070251464,4.112347066402435,0.0002865485984224,8.0,16.0,16.0,17.0,30029.0,33980.0,0.1365039348602295,0.5
van_havre,19,29,32,rseto_ipa_m32,290.1933898925781,180.99668884277344,16.0,32.0,41.0,0.5,0.05,50,50,64,9050,projected_sgd,439de3d690b01dbb6f7a8469b4b9b8672c57793ee92d3786cd52bd508352ce25,1.1326581239700315,3.333308268338442e-05,1.064264178276062,4.814857006072998,0.0488575920462608,3.914565533399582,3.3491618401017475e-05,8.0,16.0,16.0,41.0,30029.0,33980.0,0.2831645309925079,0.5
van_havre,19,29,128,rseto_ipa_m128,288.7604675292969,172.3188018798828,16.0,128.0,137.0,0.5,0.05,50,50,64,9050,projected_sgd,439de3d690b01dbb6f7a8469b4b9b8672c57793ee92d3786cd52bd508352ce25,0.1668572425842285,4.91045466333162e-06,0.408481627702713,3.660266876220703,0.0124543067067861,4.023413717746735,4.0306926974510914e-05,8.0,16.0,16.0,137.0,30029.0,33980.0,0.0417143106460571,0.5
van_havre,19,29,512,rseto_ipa_m512,289.7527160644531,173.12583923339844,16.0,512.0,521.0,0.5,0.05,50,50,64,9050,projected_sgd,439de3d690b01dbb6f7a8469b4b9b8672c57793ee92d3786cd52bd508352ce25,0.0300180036574602,8.83402094586927e-07,0.1732570379972458,3.4157469272613525,0.0025728258769959,4.005990266799927,2.6215906733081544e-06,8.0,16.0,16.0,521.0,30029.0,33980.0,0.007504500914365,0.5
van_havre,19,29,2048,rseto_ipa_m2048,303.8780517578125,170.21685791015625,16.0,2048.0,2057.0,0.5,0.05,50,50,64,9050,projected_sgd,439de3d690b01dbb6f7a8469b4b9b8672c57793ee92d3786cd52bd508352ce25,0.0017589685739949,5.1764818209676384e-08,0.0419400595128536,2.883871793746948,0.0002114979724865,3.665317445993423,1.3714791841883717e-07,8.0,16.0,16.0,2057.0,30029.0,33980.0,0.0004397421434987,0.5
van_havre,19,18,8,rseto_ipa_m8,288.8390197753906,243.0534515380859,16.0,8.0,17.0,0.5,0.05,50,50,64,9050,projected_sgd,4a91b525a05403bd2ba4d60081a6b7d241a91ee42b190c869365c0435cb30eac,0.1540345400571823,4.533094397629611e-06,0.392472356557846,1.7669520378112793,0.0493365302681922,3.925185948610306,1.984556202318442e-05,8.0,16.0,16.0,17.0,30018.0,33980.0,0.0385086350142955,0.5
van_havre,19,18,32,rseto_ipa_m32,290.4647216796875,218.6996154785156,16.0,32.0,41.0,0.5,0.05,50,50,64,9050,projected_sgd,4a91b525a05403bd2ba4d60081a6b7d241a91ee42b190c869365c0435cb30eac,0.1068249344825744,3.1437591587746283e-06,0.3268408477306366,2.856940269470215,0.0130879106000065,3.8728208243846898,9.784331915848757e-05,8.0,16.0,16.0,41.0,30018.0,33980.0,0.0267062336206436,0.5
van_havre,19,18,128,rseto_ipa_m128,291.2957458496094,157.85183715820312,16.0,128.0,137.0,0.5,0.05,50,50,64,9050,projected_sgd,4a91b525a05403bd2ba4d60081a6b7d241a91ee42b190c869365c0435cb30eac,0.0513137094676494,1.5101149983820503e-06,0.2265252918004989,1.578559160232544,0.0205926243215799,3.905933111906051,8.40459388586266e-06,8.0,16.0,16.0,137.0,30018.0,33980.0,0.0128284273669123,0.5
van_havre,19,18,512,rseto_ipa_m512,291.49127197265625,157.63426208496094,16.0,512.0,521.0,0.5,0.05,50,50,64,9050,projected_sgd,4a91b525a05403bd2ba4d60081a6b7d241a91ee42b190c869365c0435cb30eac,0.0017132796347141,5.0420236874515474e-08,0.0413917824625968,1.374434471130371,0.0009069432853721,3.9048514664173126,3.361804965200983e-07,8.0,16.0,16.0,521.0,30018.0,33980.0,0.0004283199086785,0.5
van_havre,19,18,2048,rseto_ipa_m2048,291.70220947265625,157.61561584472656,16.0,2048.0,2057.0,0.5,0.05,50,50,64,9050,projected_sgd,4a91b525a05403bd2ba4d60081a6b7d241a91ee42b190c869365c0435cb30eac,0.0021617538295686,6.361841542457114e-08,0.0464946627616882,1.5875420570373535,0.0008577401749789,3.9010570347309113,4.827867061050841e-07,8.0,16.0,16.0,2057.0,30018.0,33980.0,0.0005404384573921,0.5
van_havre,19,14,8,rseto_ipa_m8,300.80499267578125,228.68655395507812,16.0,8.0,17.0,0.5,0.05,50,50,64,9050,projected_sgd,8b60cc7cd2d0502657b6d4a688ac57f4e62662c311c90c8b07a99216e8412a45,0.2085465937852859,6.137333457445493e-06,0.4566690325736999,4.693832874298096,0.0094655929133296,3.397296577692032,6.508642419536923e-05,8.0,16.0,16.0,17.0,30014.0,33980.0,0.0521366484463214,0.5
van_havre,19,14,32,rseto_ipa_m32,298.90728759765625,191.6358642578125,16.0,32.0,41.0,0.5,0.05,50,50,64,9050,projected_sgd,8b60cc7cd2d0502657b6d4a688ac57f4e62662c311c90c8b07a99216e8412a45,0.6902145147323608,2.0312374545028433e-05,0.8307914733886719,5.716037750244141,0.0211248639971017,3.4322583377361298,0.0002410547067392,8.0,16.0,16.0,41.0,30014.0,33980.0,0.1725536286830902,0.5
van_havre,19,14,128,rseto_ipa_m128,282.3260803222656,173.89390563964844,16.0,128.0,137.0,0.5,0.05,50,50,64,9050,projected_sgd,8b60cc7cd2d0502657b6d4a688ac57f4e62662c311c90c8b07a99216e8412a45,0.0797821730375289,2.3479155970562715e-06,0.2824573814868927,2.220493793487549,0.0161810517311096,3.8462992310523982,3.643236641031373e-05,8.0,16.0,16.0,137.0,30014.0,33980.0,0.0199455432593822,0.5
van_havre,19,14,512,rseto_ipa_m512,283.8016357421875,173.46810913085938,16.0,512.0,521.0,0.5,0.05,50,50,64,9050,projected_sgd,8b60cc7cd2d0502657b6d4a688ac57f4e62662c311c90c8b07a99216e8412a45,0.0587589964270591,1.7292229586018948e-06,0.2424025535583496,2.215261220932007,0.0119735933840274,3.831890344619751,6.495658242654047e-06,8.0,16.0,16.0,521.0,30014.0,33980.0,0.0146897491067647,0.5
van_havre,19,14,2048,rseto_ipa_m2048,283.49530029296875,174.8827667236328,16.0,2048.0,2057.0,0.5,0.05,50,50,64,9050,projected_sgd,8b60cc7cd2d0502657b6d4a688ac57f4e62662c311c90c8b07a99216e8412a45,0.0009158288594335,2.6951996190405225e-08,0.0302626639604568,1.7680578231811523,0.0002929688198491,3.840346038341522,2.107502358025418e-07,8.0,16.0,16.0,2057.0,30014.0,33980.0,0.0002289572148583,0.5
van_havre,19,87,8,rseto_ipa_m8,275.06842041015625,221.3909454345703,16.0,8.0,17.0,0.5,0.05,50,50,64,9050,projected_sgd,2d8482644992adbc5177e00461037ae5db4729538c8910256bd5a2d680a792dc,240.23046875,0.0070697609335184,15.499369621276855,20.85977554321289,0.5520886778831482,16.369043231010437,0.1760685600696985,8.0,16.0,16.0,17.0,30087.0,33980.0,60.0576171875,0.5
van_havre,19,87,32,rseto_ipa_m32,275.1929626464844,196.4475250244141,16.0,32.0,41.0,0.5,0.05,50,50,64,9050,projected_sgd,2d8482644992adbc5177e00461037ae5db4729538c8910256bd5a2d680a792dc,35.109153747558594,0.0010332299862056,5.925297737121582,17.018640518188477,0.1212189942598342,16.158506155014038,0.107503721680132,8.0,16.0,16.0,41.0,30087.0,33980.0,8.777288436889648,0.5
van_havre,19,87,128,rseto_ipa_m128,275.34515380859375,179.11459350585938,16.0,128.0,137.0,0.5,0.05,50,50,64,9050,projected_sgd,2d8482644992adbc5177e00461037ae5db4729538c8910256bd5a2d680a792dc,5.6026225090026855,0.0001648800098337,2.366986036300659,16.811992645263672,0.0198222510516643,15.944117665290833,0.001271177757433,8.0,16.0,16.0,137.0,30087.0,33980.0,1.4006556272506714,0.5
van_havre,19,87,512,rseto_ipa_m512,275.6293029785156,171.99530029296875,16.0,512.0,521.0,0.5,0.05,50,50,64,9050,projected_sgd,2d8482644992adbc5177e00461037ae5db4729538c8910256bd5a2d680a792dc,1.0396299362182615,3.05953471979592e-05,1.0196224451065063,18.01059913635254,0.003204959211871,15.99598491191864,0.0004329358485425,8.0,16.0,16.0,521.0,30087.0,33980.0,0.2599074840545654,0.5
van_havre,19,87,2048,rseto_ipa_m2048,275.8183898925781,169.67074584960938,16.0,2048.0,2057.0,0.5,0.05,50,50,64,9050,projected_sgd,2d8482644992adbc5177e00461037ae5db4729538c8910256bd5a2d680a792dc,0.1774697452783584,5.222770596446935e-06,0.4212715923786163,18.669404983520508,0.0005091706407256,16.026587963104248,8.717291737931581e-05,8.0,16.0,16.0,2057.0,30087.0,33980.0,0.0443674363195896,0.5
van_havre,24,82,8,rseto_ipa_m8,295.4744567871094,252.20260620117188,16.0,8.0,17.0,0.5,0.05,50,50,64,9050,projected_sgd,f65e2e3fee45552dfb040927016ac1bc1e174b76c30dedf9d31858b6be12e52a,116.80159759521484,0.0033125807531177,10.80747890472412,3.019878625869751,12.807660102844238,3.8476466238498688,0.0005118531840925,8.0,16.0,16.0,17.0,30082.0,35260.0,29.20039939880371,0.5
van_havre,24,82,32,rseto_ipa_m32,296.8369140625,206.01931762695312,16.0,32.0,41.0,0.5,0.05,50,50,64,9050,projected_sgd,f65e2e3fee45552dfb040927016ac1bc1e174b76c30dedf9d31858b6be12e52a,0.1754392236471176,4.975587671651738e-06,0.4188546538352966,1.9558528661727903,0.045862141996622,3.8501339852809906,6.1028375300103175e-05,8.0,16.0,16.0,41.0,30082.0,35260.0,0.0438598059117794,0.5
van_havre,24,82,128,rseto_ipa_m128,296.24652099609375,194.09266662597656,16.0,128.0,137.0,0.5,0.05,50,50,64,9050,projected_sgd,f65e2e3fee45552dfb040927016ac1bc1e174b76c30dedf9d31858b6be12e52a,0.2655355334281921,7.530786660936428e-06,0.5153014063835144,1.7175047397613523,0.0900174528360366,3.869441330432892,1.7603170862555218e-05,8.0,16.0,16.0,137.0,30082.0,35260.0,0.066383883357048,0.5
van_havre,24,82,512,rseto_ipa_m512,296.436767578125,193.4646453857422,16.0,512.0,521.0,0.5,0.05,50,50,64,9050,projected_sgd,f65e2e3fee45552dfb040927016ac1bc1e174b76c30dedf9d31858b6be12e52a,0.0319606438279151,9.064277719517122e-07,0.1787753999233245,1.1799205541610718,0.0229567252099514,3.873894512653351,2.7147838466135e-06,8.0,16.0,16.0,521.0,30082.0,35260.0,0.0079901609569787,0.5
van_havre,24,82,2048,rseto_ipa_m2048,296.6613464355469,193.21080017089844,16.0,2048.0,2057.0,0.5,0.05,50,50,64,9050,projected_sgd,f65e2e3fee45552dfb040927016ac1bc1e174b76c30dedf9d31858b6be12e52a,0.0018890734063461,5.3575536895777987e-08,0.043463472276926,1.12777578830719,0.0014852627646178,3.875844210386276,7.009128992763181e-07,8.0,16.0,16.0,2057.0,30082.0,35260.0,0.0004722683515865,0.5
van_havre,24,15,8,rseto_ipa_m8,307.4986877441406,216.9000701904297,16.0,8.0,17.0,0.5,0.05,50,50,64,9050,projected_sgd,5a78676afe9eb620446c1fe56d9a29cfcfcf328a303b8ba592aa354981a60fa2,62.21075439453125,0.001764343585819,7.887379646301269,3.282464027404785,5.773849964141846,3.832328647375107,0.0032187034827941,8.0,16.0,16.0,17.0,30015.0,35260.0,15.552688598632812,0.5
van_havre,24,15,32,rseto_ipa_m32,311.8226318359375,174.6086883544922,16.0,32.0,41.0,0.5,0.05,50,50,64,9050,projected_sgd,5a78676afe9eb620446c1fe56d9a29cfcfcf328a303b8ba592aa354981a60fa2,0.0643783807754516,1.8258190266351448e-06,0.2537289559841156,4.397418022155762,0.0033292355947196,3.789056807756424,9.802159532158936e-05,8.0,16.0,16.0,41.0,30015.0,35260.0,0.0160945951938629,0.5
van_havre,24,15,128,rseto_ipa_m128,314.5096130371094,167.7898406982422,16.0,128.0,137.0,0.5,0.05,50,50,64,9050,projected_sgd,5a78676afe9eb620446c1fe56d9a29cfcfcf328a303b8ba592aa354981a60fa2,0.0703429654240608,1.994979129449348e-06,0.2652224898338318,4.047872066497803,0.0042930617928504,3.8131851255893703,1.6591134371627243e-05,8.0,16.0,16.0,137.0,30015.0,35260.0,0.0175857413560152,0.5
van_havre,24,15,512,rseto_ipa_m512,314.8336181640625,166.86256408691406,16.0,512.0,521.0,0.5,0.05,50,50,64,9050,projected_sgd,5a78676afe9eb620446c1fe56d9a29cfcfcf328a303b8ba592aa354981a60fa2,0.0334990695118904,9.500586770627706e-07,0.1830275058746338,3.957491874694824,0.0021389108151197,3.814739286899566,6.367603836971674e-06,8.0,16.0,16.0,521.0,30015.0,35260.0,0.0083747673779726,0.5
van_havre,24,15,2048,rseto_ipa_m2048,313.8777770996094,166.67308044433594,16.0,2048.0,2057.0,0.5,0.05,50,50,64,9050,projected_sgd,5a78676afe9eb620446c1fe56d9a29cfcfcf328a303b8ba592aa354981a60fa2,0.002521629910916,7.151530923010796e-08,0.05021583288908,3.5516371726989746,0.0001999052328756,3.8331894874572754,4.821581731968243e-07,8.0,16.0,16.0,2057.0,30015.0,35260.0,0.000630407477729,0.5
van_havre,24,4,8,rseto_ipa_m8,273.4944763183594,253.39520263671875,16.0,8.0,17.0,0.5,0.05,50,50,64,9050,projected_sgd,24f8fdf6639f15d45bc8b33c914ce3cae4852577ec012af04d0679354cfd478e,0.137551262974739,3.901056970789796e-06,0.370879054069519,1.6037145853042605,0.0534823462367057,3.714565187692642,5.3221774869882665e-05,8.0,16.0,16.0,17.0,30004.0,35260.0,0.0343878157436847,0.5
van_havre,24,4,32,rseto_ipa_m32,273.4518737792969,209.4618377685547,16.0,32.0,41.0,0.5,0.05,50,50,64,9050,projected_sgd,24f8fdf6639f15d45bc8b33c914ce3cae4852577ec012af04d0679354cfd478e,0.049327328801155,1.398959966536495e-06,0.222097560763359,1.638492226600647,0.0183737929910421,3.7302194833755498,2.458641215850678e-05,8.0,16.0,16.0,41.0,30004.0,35260.0,0.0123318322002887,0.5
van_havre,24,4,128,rseto_ipa_m128,273.95526123046875,157.57833862304688,16.0,128.0,137.0,0.5,0.05,50,50,64,9050,projected_sgd,24f8fdf6639f15d45bc8b33c914ce3cae4852577ec012af04d0679354cfd478e,0.040240965783596,1.1412639651098289e-06,0.2006015032529831,1.360201120376587,0.0217501427978277,3.756220579147339,1.5507840868979527e-05,8.0,16.0,16.0,137.0,30004.0,35260.0,0.010060241445899,0.5
van_havre,24,4,512,rseto_ipa_m512,274.0375061035156,156.9290008544922,16.0,512.0,521.0,0.5,0.05,50,50,64,9050,projected_sgd,24f8fdf6639f15d45bc8b33c914ce3cae4852577ec012af04d0679354cfd478e,0.0075836139731109,2.150769660147489e-07,0.087083950638771,1.1393669843673706,0.0058418302796781,3.763911217451096,3.208598878399828e-06,8.0,16.0,16.0,521.0,30004.0,35260.0,0.0018959034932777,0.5
van_havre,24,4,2048,rseto_ipa_m2048,274.1244201660156,156.66932678222656,16.0,2048.0,2057.0,0.5,0.05,50,50,64,9050,projected_sgd,24f8fdf6639f15d45bc8b33c914ce3cae4852577ec012af04d0679354cfd478e,0.0103548904880881,2.936724570190563e-07,0.1017589792609214,1.0275543928146362,0.0098069943487644,3.765488505363464,1.6268023240887229e-06,8.0,16.0,16.0,2057.0,30004.0,35260.0,0.002588722622022,0.5
van_havre,24,95,8,rseto_ipa_m8,300.2505798339844,233.74456787109375,16.0,8.0,17.0,0.5,0.05,50,50,64,9050,projected_sgd,034a99a1b5b26fc7df9732d0902f029688a018e153bc371c25ec215c4322a6d6,0.2930324673652649,8.310620614793152e-06,0.5413247346878052,3.808951377868652,0.0201978385448455,3.670015126466751,0.000339965679431,8.0,16.0,16.0,17.0,30095.0,35260.0,0.0732581168413162,0.5
van_havre,24,95,32,rseto_ipa_m32,300.781005859375,196.74395751953125,16.0,32.0,41.0,0.5,0.05,50,50,64,9050,projected_sgd,034a99a1b5b26fc7df9732d0902f029688a018e153bc371c25ec215c4322a6d6,0.4416037797927856,1.2524214071163442e-05,0.6645327806472778,3.6190152168273926,0.0337172374129295,3.683479607105255,0.0001594974477866,8.0,16.0,16.0,41.0,30095.0,35260.0,0.1104009449481964,0.5
van_havre,24,95,128,rseto_ipa_m128,301.2226867675781,191.1608734130859,16.0,128.0,137.0,0.5,0.05,50,50,64,9050,projected_sgd,034a99a1b5b26fc7df9732d0902f029688a018e153bc371c25ec215c4322a6d6,0.055288016796112,1.5680095657444326e-06,0.2351340353488922,2.930210828781128,0.0064392206259071,3.714529871940613,1.2815516259122108e-05,8.0,16.0,16.0,137.0,30095.0,35260.0,0.013822004199028,0.5
van_havre,24,95,512,rseto_ipa_m512,301.2244567871094,191.20399475097656,16.0,512.0,521.0,0.5,0.05,50,50,64,9050,projected_sgd,034a99a1b5b26fc7df9732d0902f029688a018e153bc371c25ec215c4322a6d6,0.1115880832076072,3.1647216474084416e-06,0.3340480327606201,2.9525012969970703,0.0128008164465427,3.7143966257572174,3.088360439664127e-05,8.0,16.0,16.0,521.0,30095.0,35260.0,0.0278970208019018,0.5
