dataset,dim,random_state,m,method,metric1,metric2,replications,samples_per_replication,final_samples_per_replication,fidelity_weight,smoothing_mu,configured_epochs,epochs_ran,batch_size,steps_ran,optimizer,initial_checkpoint_sha256,ipa_gradient_variance_trace,ipa_gradient_variance_mean_per_parameter,ipa_gradient_std_norm,ipa_gradient_mean_norm,ipa_gradient_relative_variance,ipa_gradient_loss_mean,ipa_gradient_loss_variance,gradient_variance_repeats,gradient_variance_batch_size,gradient_variance_replications,gradient_variance_samples_per_replication,gradient_variance_seed,gradient_parameter_count,weighted_ipa_gradient_variance_trace,ipa_gradient_weight
van_havre,9,14,128,rseto_ipa_m128,296.5436096191406,178.61985778808594,16.0,128.0,137.0,0.5,0.05,50,50,64,9050,projected_sgd,48c122be09bea5305d765014c2fab41ce4cb86376cec4fc21ef687482d363258,,,,,,,,,,,,,,,
van_havre,9,14,512,rseto_ipa_m512,297.0577087402344,177.74339294433594,16.0,512.0,521.0,0.5,0.05,50,50,64,9050,projected_sgd,48c122be09bea5305d765014c2fab41ce4cb86376cec4fc21ef687482d363258,,,,,,,,,,,,,,,
van_havre,9,14,2048,rseto_ipa_m2048,297.301513671875,177.2006378173828,16.0,2048.0,2057.0,0.5,0.05,50,50,64,9050,projected_sgd,48c122be09bea5305d765014c2fab41ce4cb86376cec4fc21ef687482d363258,,,,,,,,,,,,,,,
van_havre,9,87,8,rseto_ipa_m8,294.37109375,226.86021423339844,16.0,8.0,17.0,0.5,0.05,50,50,64,9050,projected_sgd,6ff2e12346381771382b5dfa079d965a33206ab1b8205bd329b01902fb5410c5,,,,,,,,,,,,,,,
van_havre,9,87,32,rseto_ipa_m32,299.9610290527344,194.92025756835935,16.0,32.0,41.0,0.5,0.05,50,50,64,9050,projected_sgd,6ff2e12346381771382b5dfa079d965a33206ab1b8205bd329b01902fb5410c5,,,,,,,,,,,,,,,
van_havre,9,87,128,rseto_ipa_m128,305.4552307128906,172.16766357421875,16.0,128.0,137.0,0.5,0.05,50,50,64,9050,projected_sgd,6ff2e12346381771382b5dfa079d965a33206ab1b8205bd329b01902fb5410c5,,,,,,,,,,,,,,,
van_havre,9,87,512,rseto_ipa_m512,306.4577941894531,171.10789489746094,16.0,512.0,521.0,0.5,0.05,50,50,64,9050,projected_sgd,6ff2e12346381771382b5dfa079d965a33206ab1b8205bd329b01902fb5410c5,,,,,,,,,,,,,,,
van_havre,9,87,2048,rseto_ipa_m2048,306.1763916015625,172.61502075195312,16.0,2048.0,2057.0,0.5,0.05,50,50,64,9050,projected_sgd,6ff2e12346381771382b5dfa079d965a33206ab1b8205bd329b01902fb5410c5,,,,,,,,,,,,,,,
van_havre,14,82,8,rseto_ipa_m8,286.45947265625,244.6974639892578,16.0,8.0,17.0,0.5,0.05,50,50,64,9050,projected_sgd,15055306c3028b4c9bc385e389036302d0e68e6e9afb26545dfacae83d442dca,0.302166998386383,9.240580766345374e-06,0.5496971607208252,3.683208703994751,0.0222738031297922,3.266918867826462,0.000145912953817,8.0,16.0,16.0,17.0,30082.0,32700.0,0.0755417495965957,0.5
van_havre,14,82,32,rseto_ipa_m32,285.802001953125,205.4413299560547,16.0,32.0,41.0,0.5,0.05,50,50,64,9050,projected_sgd,15055306c3028b4c9bc385e389036302d0e68e6e9afb26545dfacae83d442dca,0.0738705620169639,2.2590386379306437e-06,0.271791398525238,2.048839569091797,0.017597684636712,3.539503812789917,6.62268048959699e-05,8.0,16.0,16.0,41.0,30082.0,32700.0,0.0184676405042409,0.5
van_havre,14,82,128,rseto_ipa_m128,286.4666442871094,189.38853454589844,16.0,128.0,137.0,0.5,0.05,50,50,64,9050,projected_sgd,15055306c3028b4c9bc385e389036302d0e68e6e9afb26545dfacae83d442dca,0.0582937747240066,1.7826841940404847e-06,0.2414410412311554,1.7183969020843506,0.0197412744164466,3.5438607931137085,1.5546896617836736e-05,8.0,16.0,16.0,137.0,30082.0,32700.0,0.0145734436810016,0.5
van_havre,14,82,512,rseto_ipa_m512,286.62371826171875,185.2184295654297,16.0,512.0,521.0,0.5,0.05,50,50,64,9050,projected_sgd,15055306c3028b4c9bc385e389036302d0e68e6e9afb26545dfacae83d442dca,0.0059527265839278,1.8204056573267738e-07,0.0771539136767387,1.1492074728012085,0.0045073265209794,3.5571209490299225,1.6169760611108228e-06,8.0,16.0,16.0,521.0,30082.0,32700.0,0.0014881816459819,0.5
van_havre,14,82,2048,rseto_ipa_m2048,286.63934326171875,185.0078582763672,16.0,2048.0,2057.0,0.5,0.05,50,50,64,9050,projected_sgd,15055306c3028b4c9bc385e389036302d0e68e6e9afb26545dfacae83d442dca,8.037310180952772e-06,2.457893055751725e-10,0.0028350150678306,1.1483783721923828,6.094536729506217e-06,3.5575440526008606,3.4209628146137612e-09,8.0,16.0,16.0,2057.0,30082.0,32700.0,2.009327545238193e-06,0.5
van_havre,14,15,8,rseto_ipa_m8,279.6553649902344,219.5216064453125,16.0,8.0,17.0,0.5,0.05,50,50,64,9050,projected_sgd,596ebda6400342b7af65a651b32edc15460c7556b57be16e0cb4648a117f31cf,341.4801940917969,0.0104428194463253,18.479183197021484,9.94238567352295,3.4544930458068848,3.867896944284439,0.1699144166378628,8.0,16.0,16.0,17.0,30015.0,32700.0,85.37004852294922,0.5
van_havre,14,15,32,rseto_ipa_m32,280.4189758300781,197.78244018554688,16.0,32.0,41.0,0.5,0.05,50,50,64,9050,projected_sgd,596ebda6400342b7af65a651b32edc15460c7556b57be16e0cb4648a117f31cf,0.2359250634908676,7.214833658508724e-06,0.4857211709022522,2.425086259841919,0.0401161946356296,3.727742552757263,0.0001908379774054,8.0,16.0,16.0,41.0,30015.0,32700.0,0.0589812658727169,0.5
van_havre,14,15,128,rseto_ipa_m128,281.3605041503906,165.72348022460938,16.0,128.0,137.0,0.5,0.05,50,50,64,9050,projected_sgd,596ebda6400342b7af65a651b32edc15460c7556b57be16e0cb4648a117f31cf,0.0087217763066291,2.667209741957777e-07,0.0933904498815536,1.2931793928146362,0.0052153975702822,3.763888359069824,4.901880970464845e-06,8.0,16.0,16.0,137.0,30015.0,32700.0,0.0021804440766572,0.5
van_havre,14,15,512,rseto_ipa_m512,281.3888854980469,165.61767578125,16.0,512.0,521.0,0.5,0.05,50,50,64,9050,projected_sgd,596ebda6400342b7af65a651b32edc15460c7556b57be16e0cb4648a117f31cf,0.0007003037608228,2.1416017403907972e-08,0.0264632534235715,1.3032468557357788,0.0004123187973164,3.7607618272304535,6.082989319874546e-07,8.0,16.0,16.0,521.0,30015.0,32700.0,0.0001750759402057,0.5
van_havre,14,15,2048,rseto_ipa_m2048,281.6453857421875,165.60589599609375,16.0,2048.0,2057.0,0.5,0.05,50,50,64,9050,projected_sgd,596ebda6400342b7af65a651b32edc15460c7556b57be16e0cb4648a117f31cf,0.0001512317103333,4.624822746990276e-09,0.0122976303100585,1.3797537088394165,7.944008393678814e-05,3.755522757768631,1.8461296085498754e-07,8.0,16.0,16.0,2057.0,30015.0,32700.0,3.780792758334428e-05,0.5
van_havre,14,4,8,rseto_ipa_m8,284.1746826171875,225.1150360107422,16.0,8.0,17.0,0.5,0.05,50,50,64,9050,projected_sgd,45d876908fe312f9e49a32763fc3747ce658b5471be0f0bdae0d5752a29413cc,61.19831848144531,0.0018715081969276,7.822935581207275,3.5034213066101074,4.98602819442749,3.4673513770103455,0.0005496556282805,8.0,16.0,16.0,17.0,30004.0,32700.0,15.299579620361328,0.5
van_havre,14,4,32,rseto_ipa_m32,283.14532470703125,168.68898010253906,16.0,32.0,41.0,0.5,0.05,50,50,64,9050,projected_sgd,45d876908fe312f9e49a32763fc3747ce658b5471be0f0bdae0d5752a29413cc,0.2360386103391647,7.218306109280093e-06,0.4858380556106567,5.425145149230957,0.0080197406932711,3.4788246154785156,0.0001330507075993,8.0,16.0,16.0,41.0,30004.0,32700.0,0.0590096525847911,0.5
van_havre,14,4,128,rseto_ipa_m128,278.0367126464844,161.63192749023438,16.0,128.0,137.0,0.5,0.05,50,50,64,9050,projected_sgd,45d876908fe312f9e49a32763fc3747ce658b5471be0f0bdae0d5752a29413cc,0.0930285155773162,2.8449087494664127e-06,0.3050057590007782,3.2789194583892822,0.0086527587845921,3.678010076284409,5.331056508595111e-05,8.0,16.0,16.0,137.0,30004.0,32700.0,0.023257128894329,0.5
van_havre,14,4,512,rseto_ipa_m512,278.52789306640625,160.69532775878906,16.0,512.0,521.0,0.5,0.05,50,50,64,9050,projected_sgd,45d876908fe312f9e49a32763fc3747ce658b5471be0f0bdae0d5752a29413cc,0.0176400747150182,5.39451832537452e-07,0.1328159421682357,3.243023157119751,0.0016772598028182,3.679574579000473,3.345031002055521e-05,8.0,16.0,16.0,521.0,30004.0,32700.0,0.0044100186787545,0.5
van_havre,14,4,2048,rseto_ipa_m2048,276.7405090332031,160.1448211669922,16.0,2048.0,2057.0,0.5,0.05,50,50,64,9050,projected_sgd,45d876908fe312f9e49a32763fc3747ce658b5471be0f0bdae0d5752a29413cc,0.0045702871866524,1.3976413981708904e-07,0.0676039010286331,2.912391185760498,0.0005388204590417,3.7360359728336334,2.0033327235832336e-06,8.0,16.0,16.0,2057.0,30004.0,32700.0,0.0011425717966631,0.5
van_havre,14,95,8,rseto_ipa_m8,305.945068359375,244.03842163085935,16.0,8.0,17.0,0.5,0.05,50,50,64,9050,projected_sgd,ab884b6d2b7b76350e39bae6ef3ece53538685fece7434a30f8e874907af2b23,150.34622192382812,0.0045977439731359,12.261574745178224,46.41447830200195,0.0697887763381004,21.078022480010983,0.0466570010412397,8.0,16.0,16.0,17.0,30095.0,32700.0,37.58655548095703,0.5
van_havre,14,95,32,rseto_ipa_m32,307.6611633300781,188.9440460205078,16.0,32.0,41.0,0.5,0.05,50,50,64,9050,projected_sgd,ab884b6d2b7b76350e39bae6ef3ece53538685fece7434a30f8e874907af2b23,57.17375946044922,0.0017484329873695,7.561333179473877,43.207035064697266,0.0306258257478475,21.931512355804443,0.1316880109991741,8.0,16.0,16.0,41.0,30095.0,32700.0,14.293439865112305,0.5
van_havre,14,95,128,rseto_ipa_m128,307.598388671875,184.5626983642578,16.0,128.0,137.0,0.5,0.05,50,50,64,9050,projected_sgd,ab884b6d2b7b76350e39bae6ef3ece53538685fece7434a30f8e874907af2b23,19.506027221679688,0.0005965146119706,4.416563034057617,40.41896057128906,0.0119398422539234,21.048008918762207,0.0083723438968133,8.0,16.0,16.0,137.0,30095.0,32700.0,4.876506805419922,0.5
van_havre,14,95,512,rseto_ipa_m512,307.73077392578125,184.77145385742188,16.0,512.0,521.0,0.5,0.05,50,50,64,9050,projected_sgd,ab884b6d2b7b76350e39bae6ef3ece53538685fece7434a30f8e874907af2b23,65.00263977050781,0.0019878481980413,8.062421798706055,43.702239990234375,0.0340348333120346,20.97341752052307,0.0482661749373879,8.0,16.0,16.0,521.0,30095.0,32700.0,16.250659942626953,0.5
van_havre,14,95,2048,rseto_ipa_m2048,308.4657897949219,184.63851928710935,16.0,2048.0,2057.0,0.5,0.05,50,50,64,9050,projected_sgd,ab884b6d2b7b76350e39bae6ef3ece53538685fece7434a30f8e874907af2b23,72.7676010131836,0.0022253089118748,8.53039264678955,46.76460266113281,0.0332738906145095,20.91613793373108,0.0132955957591158,8.0,16.0,16.0,2057.0,30095.0,32700.0,18.1919002532959,0.5
van_havre,14,36,8,rseto_ipa_m8,287.3466491699219,210.6345367431641,16.0,8.0,17.0,0.5,0.05,50,50,64,9050,projected_sgd,4ff6379ed145cee72ce017c31d46bc60b928c235cc8061dadc2beb621fe74d60,0.7818374037742615,2.3909400624688715e-05,0.8842157125473022,3.1661627292633057,0.0779919847846031,3.337234914302826,0.0001448036877483,8.0,16.0,16.0,17.0,30036.0,32700.0,0.1954593509435653,0.5
van_havre,14,36,32,rseto_ipa_m32,287.7562561035156,176.435302734375,16.0,32.0,41.0,0.5,0.05,50,50,64,9050,projected_sgd,4ff6379ed145cee72ce017c31d46bc60b928c235cc8061dadc2beb621fe74d60,24.74917221069336,0.0007568554137833,4.974853992462158,3.153913974761963,2.48806095123291,3.398351788520813,0.028155610791243,8.0,16.0,16.0,41.0,30036.0,32700.0,6.18729305267334,0.5
van_havre,14,36,128,rseto_ipa_m128,288.6224365234375,162.36529541015625,16.0,128.0,137.0,0.5,0.05,50,50,64,9050,projected_sgd,4ff6379ed145cee72ce017c31d46bc60b928c235cc8061dadc2beb621fe74d60,0.0657935440540313,2.0120348835916957e-06,0.2565025091171264,2.683706760406494,0.0091350963339209,3.365137964487076,3.11496780785855e-05,8.0,16.0,16.0,137.0,30036.0,32700.0,0.0164483860135078,0.5
van_havre,14,36,512,rseto_ipa_m512,289.435546875,157.7831573486328,16.0,512.0,521.0,0.5,0.05,50,50,64,9050,projected_sgd,4ff6379ed145cee72ce017c31d46bc60b928c235cc8061dadc2beb621fe74d60,0.0429293923079967,1.3128254749972257e-06,0.2071940898895263,2.4696366786956787,0.0070386375300586,3.3739733397960663,1.825738882997387e-05,8.0,16.0,16.0,521.0,30036.0,32700.0,0.0107323480769991,0.5
van_havre,14,36,2048,rseto_ipa_m2048,289.826416015625,156.56045532226562,16.0,2048.0,2057.0,0.5,0.05,50,50,64,9050,projected_sgd,4ff6379ed145cee72ce017c31d46bc60b928c235cc8061dadc2beb621fe74d60,0.0234516933560371,7.171771585490205e-07,0.1531394571065902,2.0804286003112793,0.0054183695465326,3.38314950466156,2.7282999488826524e-06,8.0,16.0,16.0,2057.0,30036.0,32700.0,0.0058629233390092,0.5
van_havre,14,32,8,rseto_ipa_m8,296.11737060546875,228.6741180419922,16.0,8.0,17.0,0.5,0.05,50,50,64,9050,projected_sgd,1654dc3aeb2b3357641308f384f98c6b3c26c7143115c98eaa081fe69760f0c0,1.5960135459899902,4.880775304627605e-05,1.2633342742919922,3.549569606781006,0.1266733258962631,3.6271852850914,0.0001082141737559,8.0,16.0,16.0,17.0,30032.0,32700.0,0.3990033864974975,0.5
van_havre,14,32,32,rseto_ipa_m32,286.76611328125,185.6440887451172,16.0,32.0,41.0,0.5,0.05,50,50,64,9050,projected_sgd,1654dc3aeb2b3357641308f384f98c6b3c26c7143115c98eaa081fe69760f0c0,0.2464011162519455,7.535202257713536e-06,0.4963880777359009,4.237381458282471,0.0137229533866047,3.748799264431,7.651824763651607e-05,8.0,16.0,16.0,41.0,30032.0,32700.0,0.0616002790629863,0.5
van_havre,14,32,128,rseto_ipa_m128,285.29266357421875,169.3229522705078,16.0,128.0,137.0,0.5,0.05,50,50,64,9050,projected_sgd,1654dc3aeb2b3357641308f384f98c6b3c26c7143115c98eaa081fe69760f0c0,0.0181353371590375,5.5459747727582e-07,0.1346675008535385,2.6013147830963135,0.0026800308842211,3.88611751794815,1.3485759572923988e-05,8.0,16.0,16.0,137.0,30032.0,32700.0,0.0045338342897593,0.5
van_havre,14,32,512,rseto_ipa_m512,297.2258605957031,166.08035278320312,16.0,512.0,521.0,0.5,0.05,50,50,64,9050,projected_sgd,1654dc3aeb2b3357641308f384f98c6b3c26c7143115c98eaa081fe69760f0c0,0.1884821355342865,5.7639795159047935e-06,0.4341453015804291,2.939286708831787,0.0218165609985589,3.648974895477295,7.998317820628082e-06,8.0,16.0,16.0,521.0,30032.0,32700.0,0.0471205338835716,0.5
van_havre,14,32,2048,rseto_ipa_m2048,297.4401550292969,165.89749145507812,16.0,2048.0,2057.0,0.5,0.05,50,50,64,9050,projected_sgd,1654dc3aeb2b3357641308f384f98c6b3c26c7143115c98eaa081fe69760f0c0,0.007642219774425,2.337070270641562e-07,0.087419793009758,2.462484359741211,0.0012602960923686,3.641193419694901,1.8462143864488618e-07,8.0,16.0,16.0,2057.0,30032.0,32700.0,0.0019105549436062,0.5
van_havre,14,29,8,rseto_ipa_m8,331.6916198730469,210.2575836181641,16.0,8.0,17.0,0.5,0.05,50,50,64,9050,projected_sgd,9294d72fa5b61f8ee466b08f0362324b62bffcd55e6a5cc792223b36722d735a,85.81830596923828,0.002624412998557,9.263816833496094,62.333595275878906,0.0220869425684213,18.820607662200928,0.1029381793733981,8.0,16.0,16.0,17.0,30029.0,32700.0,21.45457649230957,0.5
van_havre,14,29,32,rseto_ipa_m32,332.0792541503906,172.14410400390625,16.0,32.0,41.0,0.5,0.05,50,50,64,9050,projected_sgd,9294d72fa5b61f8ee466b08f0362324b62bffcd55e6a5cc792223b36722d735a,101.77247619628906,0.0031123082153499,10.088234901428224,68.13212585449219,0.0219243355095386,18.792130947113037,0.4793641700034641,8.0,16.0,16.0,41.0,30029.0,32700.0,25.443119049072266,0.5
van_havre,14,29,128,rseto_ipa_m128,314.5768737792969,168.8663330078125,16.0,128.0,137.0,0.5,0.05,50,50,64,9050,projected_sgd,9294d72fa5b61f8ee466b08f0362324b62bffcd55e6a5cc792223b36722d735a,119.2423858642578,0.0036465560551732,10.91981601715088,30.440610885620117,0.1286838203668594,14.544827342033386,0.062972506454035,8.0,16.0,16.0,137.0,30029.0,32700.0,29.810596466064453,0.5
van_havre,14,29,512,rseto_ipa_m512,314.85235595703125,164.76637268066406,16.0,512.0,521.0,0.5,0.05,50,50,64,9050,projected_sgd,9294d72fa5b61f8ee466b08f0362324b62bffcd55e6a5cc792223b36722d735a,94.21134948730467,0.0028810810763388,9.706253051757812,31.331836700439453,0.0959691256284713,14.57759940624237,0.0217088289249756,8.0,16.0,16.0,521.0,30029.0,32700.0,23.552837371826172,0.5
van_havre,14,29,2048,rseto_ipa_m2048,315.7869567871094,163.73477172851562,16.0,2048.0,2057.0,0.5,0.05,50,50,64,9050,projected_sgd,9294d72fa5b61f8ee466b08f0362324b62bffcd55e6a5cc792223b36722d735a,4.594120025634766,0.0001404929644195,2.143389940261841,31.44374084472656,0.0046465853229165,14.621352553367617,0.0039907365930145,8.0,16.0,16.0,2057.0,30029.0,32700.0,1.1485300064086914,0.5
van_havre,14,18,8,rseto_ipa_m8,324.484375,225.942138671875,16.0,8.0,17.0,0.5,0.05,50,50,64,9050,projected_sgd,dafef547df37897cfdd07e450a80973c66a35bf8aa07cb5b24dacfe6f27e43a1,0.1814384460449218,5.548576154978946e-06,0.4259559214115143,4.750152587890625,0.0080410772934556,3.4020579755306244,0.0001551216803678,8.0,16.0,16.0,17.0,30018.0,32700.0,0.0453596115112304,0.5
van_havre,14,18,32,rseto_ipa_m32,316.1107177734375,181.3328399658203,16.0,32.0,41.0,0.5,0.05,50,50,64,9050,projected_sgd,dafef547df37897cfdd07e450a80973c66a35bf8aa07cb5b24dacfe6f27e43a1,0.1410185545682907,4.312494183977833e-06,0.3755243718624115,4.540837287902832,0.0068391859531402,3.5950058698654175,0.0001889614934823,8.0,16.0,16.0,41.0,30018.0,32700.0,0.0352546386420726,0.5
van_havre,14,18,128,rseto_ipa_m128,318.4162902832031,165.80438232421875,16.0,128.0,137.0,0.5,0.05,50,50,64,9050,projected_sgd,dafef547df37897cfdd07e450a80973c66a35bf8aa07cb5b24dacfe6f27e43a1,0.1250604689121246,3.824479335889919e-06,0.3536388874053955,4.507535457611084,0.0061551942490041,3.63692370057106,4.04415751995251e-05,8.0,16.0,16.0,137.0,30018.0,32700.0,0.0312651172280311,0.5
van_havre,14,18,512,rseto_ipa_m512,327.086181640625,162.86190795898438,16.0,512.0,521.0,0.5,0.05,50,50,64,9050,projected_sgd,dafef547df37897cfdd07e450a80973c66a35bf8aa07cb5b24dacfe6f27e43a1,0.0347977690398693,1.0641520020726605e-06,0.1865416020154953,3.3707756996154785,0.00306260981597,3.510099232196808,4.183874576061239e-06,8.0,16.0,16.0,521.0,30018.0,32700.0,0.0086994422599673,0.5
van_havre,14,18,2048,rseto_ipa_m2048,327.8050231933594,162.28257751464844,16.0,2048.0,2057.0,0.5,0.05,50,50,64,9050,projected_sgd,dafef547df37897cfdd07e450a80973c66a35bf8aa07cb5b24dacfe6f27e43a1,0.001308100647293,4.0003076406947e-08,0.036167673766613,3.1998791694641113,0.0001277538394788,3.501877784729004,8.665086202849384e-07,8.0,16.0,16.0,2057.0,30018.0,32700.0,0.0003270251618232,0.5
van_havre,14,14,8,rseto_ipa_m8,291.8435974121094,217.4660797119141,16.0,8.0,17.0,0.5,0.05,50,50,64,9050,projected_sgd,e63fd45cd7e50f8fb6b7e0790da39726b948e2cad12a19f16f1de3f1e2a9cb4b,0.981859803199768,3.002629455295391e-05,0.9908884167671204,3.2845067977905273,0.0910141989588737,4.020020097494125,0.0002418114657162,8.0,16.0,16.0,17.0,30014.0,32700.0,0.245464950799942,0.5
van_havre,14,14,32,rseto_ipa_m32,292.2077331542969,175.41392517089844,16.0,32.0,41.0,0.5,0.05,50,50,64,9050,projected_sgd,e63fd45cd7e50f8fb6b7e0790da39726b948e2cad12a19f16f1de3f1e2a9cb4b,0.8555370569229126,2.616321216919459e-05,0.9249524474143982,2.248311996459961,0.1692488342523574,4.049097180366516,8.407167055273541e-05,8.0,16.0,16.0,41.0,30014.0,32700.0,0.2138842642307281,0.5
van_havre,14,14,128,rseto_ipa_m128,292.890380859375,169.22625732421875,16.0,128.0,137.0,0.5,0.05,50,50,64,9050,projected_sgd,e63fd45cd7e50f8fb6b7e0790da39726b948e2cad12a19f16f1de3f1e2a9cb4b,0.0017508519813418,5.3542873246215095e-08,0.0418431833386421,1.6654613018035889,0.0006312194163911,4.067359983921051,4.775537844027765e-06,8.0,16.0,16.0,137.0,30014.0,32700.0,0.0004377129953354,0.5
van_havre,14,14,512,rseto_ipa_m512,292.70941162109375,169.64097595214844,16.0,512.0,521.0,0.5,0.05,50,50,64,9050,projected_sgd,e63fd45cd7e50f8fb6b7e0790da39726b948e2cad12a19f16f1de3f1e2a9cb4b,4.046997128170915e-05,1.2376137892289307e-09,0.006361601408571,1.5813772678375244,1.6183108527911827e-05,4.069853246212006,4.147526055930939e-08,8.0,16.0,16.0,521.0,30014.0,32700.0,1.0117492820427287e-05,0.5
van_havre,14,14,2048,rseto_ipa_m2048,292.4627990722656,171.43978881835938,16.0,2048.0,2057.0,0.5,0.05,50,50,64,9050,projected_sgd,e63fd45cd7e50f8fb6b7e0790da39726b948e2cad12a19f16f1de3f1e2a9cb4b,2.103892711602384e-06,6.433922838944284e-11,0.0014504801947623,1.5171115398406982,9.140891847891908e-07,4.073512375354767,1.220277973905987e-09,8.0,16.0,16.0,2057.0,30014.0,32700.0,5.259731779005961e-07,0.5
van_havre,14,87,8,rseto_ipa_m8,286.1490783691406,237.3592071533203,16.0,8.0,17.0,0.5,0.05,50,50,64,9050,projected_sgd,62ae7bd64d0144c8cd36d72a442dd28153562a097bbaf76225deb49b8a4a9dbd,265.55670166015625,0.0081209996715188,16.295909881591797,5.240482807159424,9.669737815856934,4.163793385028839,0.0001188292883682,8.0,16.0,16.0,17.0,30087.0,32700.0,66.38917541503906,0.5
van_havre,14,87,32,rseto_ipa_m32,286.9454650878906,207.87872314453125,16.0,32.0,41.0,0.5,0.05,50,50,64,9050,projected_sgd,62ae7bd64d0144c8cd36d72a442dd28153562a097bbaf76225deb49b8a4a9dbd,0.0422332808375358,1.291537614633853e-06,0.2055073678493499,2.186663866043091,0.0088326446712017,4.1651464104652405,3.589895832435884e-05,8.0,16.0,16.0,41.0,30087.0,32700.0,0.0105583202093839,0.5
van_havre,14,87,128,rseto_ipa_m128,287.86981201171875,207.5891571044922,16.0,128.0,137.0,0.5,0.05,50,50,64,9050,projected_sgd,62ae7bd64d0144c8cd36d72a442dd28153562a097bbaf76225deb49b8a4a9dbd,0.0675699934363365,2.066360593744321e-06,0.2599422931671142,1.0748553276062012,0.0584862604737281,4.199439823627472,2.940179540392559e-05,8.0,16.0,16.0,137.0,30087.0,32700.0,0.0168924983590841,0.5
van_havre,14,87,512,rseto_ipa_m512,287.1831359863281,256.607421875,16.0,512.0,521.0,0.5,0.05,50,50,64,9050,projected_sgd,62ae7bd64d0144c8cd36d72a442dd28153562a097bbaf76225deb49b8a4a9dbd,0.0002685910149011,8.213792312972146e-09,0.0163887459784746,0.8232760429382324,0.0003962784830946,4.213514864444733,1.7733122652836238e-07,8.0,16.0,16.0,521.0,30087.0,32700.0,6.714775372529402e-05,0.5
van_havre,14,87,2048,rseto_ipa_m2048,286.35198974609375,597.7489013671875,16.0,2048.0,2057.0,0.5,0.05,50,50,64,9050,projected_sgd,62ae7bd64d0144c8cd36d72a442dd28153562a097bbaf76225deb49b8a4a9dbd,1.1961176369368332e-06,3.6578521461771984e-11,0.001093671657145,0.5231543779373169,4.3703289520635735e-06,4.230407536029816,2.601995317620874e-09,8.0,16.0,16.0,2057.0,30087.0,32700.0,2.990294092342083e-07,0.5
van_havre,19,82,8,rseto_ipa_m8,283.27947998046875,252.9923858642578,16.0,8.0,17.0,0.5,0.05,50,50,64,9050,projected_sgd,e90c14de025c5c66c45a02b6be5e6e33f0a26e2a3ef3434173514d7a5d15ac0e,0.65216064453125,1.919248461490497e-05,0.8075646162033081,2.1001553535461426,0.1478603631258011,3.89591383934021,9.23685642451996e-05,8.0,16.0,16.0,17.0,30082.0,33980.0,0.1630401611328125,0.5
van_havre,19,82,32,rseto_ipa_m32,283.6071472167969,216.69854736328125,16.0,32.0,41.0,0.5,0.05,50,50,64,9050,projected_sgd,e90c14de025c5c66c45a02b6be5e6e33f0a26e2a3ef3434173514d7a5d15ac0e,0.0727629736065864,2.141347067663446e-06,0.2697461247444153,1.2839056253433228,0.0441412106156349,3.919449031352997,1.5381668272799027e-05,8.0,16.0,16.0,41.0,30082.0,33980.0,0.0181907434016466,0.5
van_havre,19,82,128,rseto_ipa_m128,283.10400390625,191.50799560546875,16.0,128.0,137.0,0.5,0.05,50,50,64,9050,projected_sgd,e90c14de025c5c66c45a02b6be5e6e33f0a26e2a3ef3434173514d7a5d15ac0e,0.2601296305656433,7.655374247406144e-06,0.5100290775299072,1.7700400352478027,0.0830278173089027,3.9222671389579777,2.617599940078565e-05,8.0,16.0,16.0,137.0,30082.0,33980.0,0.0650324076414108,0.5
van_havre,19,82,512,rseto_ipa_m512,283.0877685546875,188.93353271484375,16.0,512.0,521.0,0.5,0.05,50,50,64,9050,projected_sgd,e90c14de025c5c66c45a02b6be5e6e33f0a26e2a3ef3434173514d7a5d15ac0e,0.0039228750392794,1.1544658917728157e-07,0.0626328587532043,1.4190630912780762,0.0019480542978271,3.931879013776779,2.1904930339441568e-06,8.0,16.0,16.0,521.0,30082.0,33980.0,0.0009807187598198,0.5
van_havre,19,82,2048,rseto_ipa_m2048,283.07489013671875,191.7061462402344,16.0,2048.0,2057.0,0.5,0.05,50,50,64,9050,projected_sgd,e90c14de025c5c66c45a02b6be5e6e33f0a26e2a3ef3434173514d7a5d15ac0e,0.0009943306213244,2.9262231748816706e-08,0.0315330065786838,1.1995131969451904,0.0006910680094733,3.9377073645591736,6.105794706659903e-07,8.0,16.0,16.0,2057.0,30082.0,33980.0,0.0002485826553311,0.5
van_havre,19,15,8,rseto_ipa_m8,259.7478942871094,212.6403656005859,16.0,8.0,17.0,0.5,0.05,50,50,64,9050,projected_sgd,cb34c1839b2176d4bd532159eec9244289e92c58cbc2897c030cbb7489f2c296,68.4817123413086,0.0020153534132987,8.275367736816406,1.8546034097671509,19.910057067871097,3.7448412775993343,7.254725204981176e-05,8.0,16.0,16.0,17.0,30015.0,33980.0,17.12042808532715,0.5
van_havre,19,15,32,rseto_ipa_m32,260.9933166503906,187.65496826171875,16.0,32.0,41.0,0.5,0.05,50,50,64,9050,projected_sgd,cb34c1839b2176d4bd532159eec9244289e92c58cbc2897c030cbb7489f2c296,0.0461678467690944,1.3586770819529193e-06,0.2148670405149459,2.006507635116577,0.0114672165364027,3.685448825359345,2.5202649985495945e-05,8.0,16.0,16.0,41.0,30015.0,33980.0,0.0115419616922736,0.5
