data_synthetic,dim,random_state,model,metric1,metric2,configured_epochs,epochs_ran,steps_ran,optimizer,data_protocol,error
van-havre,19,18,lightgbm,312.7151200784315,924.8938183317867,50,,50.0,lightgbm_quantile,literature_van_havre_2015_sim4_conditional_v1,
van-havre,19,18,oracle_gmm,259.8265362222313,144.89866877468134,0,0,64,true_dgp_quantile_bisection,literature_van_havre_2015_sim4_conditional_v1,
van-havre,19,14,end_to_end,262.0146829302513,1288.9339781573124,50,50.0,9050.0,projected_sgd,literature_van_havre_2015_sim4_conditional_v1,
van-havre,19,14,erm,254.82197104258057,1263.895493856062,50,,,gurobi_exact,literature_van_havre_2015_sim4_conditional_v1,
van-havre,19,14,lightgbm,290.07447827904923,1055.1960313515608,50,,50.0,lightgbm_quantile,literature_van_havre_2015_sim4_conditional_v1,
van-havre,19,14,oracle_gmm,255.1491715427858,159.64778289092544,0,0,64,true_dgp_quantile_bisection,literature_van_havre_2015_sim4_conditional_v1,
van-havre,19,87,end_to_end,261.7248005450572,1305.0648385991046,50,50.0,9050.0,projected_sgd,literature_van_havre_2015_sim4_conditional_v1,
van-havre,19,87,erm,261.5156026019516,1263.3813908331786,50,,,gurobi_exact,literature_van_havre_2015_sim4_conditional_v1,
van-havre,19,87,lightgbm,276.48858070653824,1025.263256718728,50,,50.0,lightgbm_quantile,literature_van_havre_2015_sim4_conditional_v1,
van-havre,19,87,oracle_gmm,257.0879784327883,155.15675617834677,0,0,64,true_dgp_quantile_bisection,literature_van_havre_2015_sim4_conditional_v1,
van-havre,24,82,end_to_end,270.889702678683,1182.0981105867538,50,50.0,9050.0,projected_sgd,literature_van_havre_2015_sim4_conditional_v1,
van-havre,24,82,erm,265.36458596345784,1146.630559293565,50,,,gurobi_exact,literature_van_havre_2015_sim4_conditional_v1,
van-havre,24,82,lightgbm,307.32061937444115,975.1484866883384,50,,50.0,lightgbm_quantile,literature_van_havre_2015_sim4_conditional_v1,
van-havre,24,82,oracle_gmm,260.9542808323712,182.337536668123,0,0,64,true_dgp_quantile_bisection,literature_van_havre_2015_sim4_conditional_v1,
van-havre,24,15,end_to_end,267.42572770434396,1542.329168965392,50,50.0,9050.0,projected_sgd,literature_van_havre_2015_sim4_conditional_v1,
van-havre,24,15,erm,262.9287662806223,1502.8187628630667,50,,,gurobi_exact,literature_van_havre_2015_sim4_conditional_v1,
van-havre,24,15,lightgbm,337.61285220292444,1137.3704169510738,50,,50.0,lightgbm_quantile,literature_van_havre_2015_sim4_conditional_v1,
van-havre,24,15,oracle_gmm,259.8237613509973,154.17173190790854,0,0,64,true_dgp_quantile_bisection,literature_van_havre_2015_sim4_conditional_v1,
van-havre,24,4,end_to_end,259.3651823333246,1395.9334222007467,50,50.0,9050.0,projected_sgd,literature_van_havre_2015_sim4_conditional_v1,
van-havre,24,4,erm,261.0987497300629,1391.587337166222,50,,,gurobi_exact,literature_van_havre_2015_sim4_conditional_v1,
van-havre,24,4,lightgbm,270.2190494526925,1193.3591116347295,50,,50.0,lightgbm_quantile,literature_van_havre_2015_sim4_conditional_v1,
van-havre,24,4,oracle_gmm,252.99589564334784,142.7318558381397,0,0,64,true_dgp_quantile_bisection,literature_van_havre_2015_sim4_conditional_v1,
van-havre,24,95,end_to_end,268.22454030311405,1179.9107636448978,50,50.0,9050.0,projected_sgd,literature_van_havre_2015_sim4_conditional_v1,
van-havre,24,95,erm,271.7606664707969,1132.4328843535986,50,,,gurobi_exact,literature_van_havre_2015_sim4_conditional_v1,
van-havre,24,95,lightgbm,323.0470601601597,883.9060023321647,50,,50.0,lightgbm_quantile,literature_van_havre_2015_sim4_conditional_v1,
van-havre,24,95,oracle_gmm,258.3305684501031,177.28357028798473,0,0,64,true_dgp_quantile_bisection,literature_van_havre_2015_sim4_conditional_v1,
van-havre,24,36,end_to_end,262.54118426449156,1210.4468194806789,50,50.0,9050.0,projected_sgd,literature_van_havre_2015_sim4_conditional_v1,
van-havre,24,36,erm,263.0161151192561,1204.3435200683823,50,,,gurobi_exact,literature_van_havre_2015_sim4_conditional_v1,
van-havre,24,36,lightgbm,275.8123844707851,996.6965360105046,50,,50.0,lightgbm_quantile,literature_van_havre_2015_sim4_conditional_v1,
